Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m≤],HF setpoint [kW/m≤],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors
0,20.755957,0,0.044483,0,0,1,20.563773,21.035378,21.601654,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
1,20.767071,0,0.047741,0,0,1,20.578825,21.042323,21.615535,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1.999,20.764292,0,0.04487,0,0,1,20.584845,21.043943,21.620856,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,
2.999,20.772396,0,0.047133,0,0,1,20.567246,21.036073,21.600265,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
4,20.761745,20,0.050004,0,19.393655,1,20.567015,21.044174,21.615072,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
5,20.763829,22.475,0.04752,0.125,21.905467,1,20.570488,21.058988,21.608132,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
6,20.801336,24.952475,0.053537,0.250125,24.544799,1,20.574656,21.083061,21.617849,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
6.999,20.913154,27.427475,0.050887,0.375125,27.282703,1,20.563078,21.113151,21.611833,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
8,21.054822,29.902475,0.062868,0.500125,30.079214,1,20.568404,21.163607,21.615535,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
9,21.277242,32.375,0.065076,0.625,32.974788,1,20.589708,21.24924,21.625483,2293.733297,2293.733297,2293.733297,2293.733297,2293.733297,2293.733297,2293.733297,2293.733297,2293.733297,
10,21.57898,34.852475,0.068996,0.750125,35.921382,1,20.568404,21.285342,21.623864,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
11,21.919266,37.327475,0.084344,0.875125,38.909192,1,20.568867,21.366337,21.622938,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
12,22.290896,39.802475,0.090693,1.000125,41.978121,1,20.564236,21.464912,21.621782,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
13,22.727815,42.277475,0.10201,1.125125,45.133429,1,20.572804,21.562785,21.625483,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,
14,23.230178,44.752475,0.114267,1.250125,48.338489,1,20.575583,21.682858,21.624558,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
15,23.842227,47.227475,0.125087,1.375125,51.589514,1,20.571646,21.787651,21.633812,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
16,24.54347,49.702475,0.145294,1.500125,54.837397,1,20.56192,21.897755,21.616692,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,
17,25.268246,52.177475,0.1549,1.625125,58.097105,1,20.576509,22.047627,21.646305,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,
17.999,26.051068,54.652475,0.169696,1.750125,61.431169,1,20.576277,22.194936,21.632655,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
19,26.999095,57.127475,0.197741,1.875125,64.80113,1,20.569099,22.337601,21.635663,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,
20,27.940989,59.6,0.205194,2,68.096212,1,20.562152,22.498049,21.630804,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
21,28.842978,62.077475,0.222143,2.125125,71.485609,1,20.570488,22.654776,21.629879,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
22,29.927656,64.552475,0.246987,2.250125,74.998786,1,20.570951,22.842218,21.644917,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,
23,31.124744,67.027475,0.271444,2.375125,78.411589,1,20.569099,23.015766,21.637282,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
24,32.399502,69.502475,0.293031,2.500125,81.7861,1,20.567941,23.207537,21.642372,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
25,33.603178,71.977475,0.327977,2.625125,85.151778,1,20.563773,23.403202,21.646999,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
26,34.941466,74.452475,0.354146,2.750125,88.657193,1,20.568173,23.606224,21.650238,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
27,36.349295,76.927475,0.387216,2.875125,92.094886,1,20.562615,23.813826,21.636357,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
28,37.913018,79.402475,0.420948,3.000125,95.524256,1,20.565162,24.040088,21.654865,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
29,39.501851,81.877475,0.461968,3.125125,98.85269,1,20.574656,24.266073,21.643992,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
29.999,41.28434,84.352475,0.501994,3.250125,100,1,20.570488,24.510472,21.655096,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,
30.999,43.079552,86.827475,0.54478,3.375125,100,1,20.578361,24.74605,21.655328,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
32,45.152546,89.3,0.596786,3.5,100,1,20.564699,24.980193,21.648619,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,
33,47.085815,91.775,0.646529,3.625,100,1,20.570951,25.236423,21.64885,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
34,49.108001,94.252475,0.700688,3.750125,100,1,20.571415,25.489827,21.659492,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
34.999,51.271892,96.727475,0.753798,3.875125,100,1,20.576277,25.74755,21.664813,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
36,53.557744,99.202475,0.811436,4.000125,100,1,20.574425,25.984702,21.66435,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
37,55.824555,101.675,0.869901,4.125,100,1,20.580214,26.225719,21.665276,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
38,58.222531,104.152475,0.928588,4.250125,100,1,20.571183,26.466912,21.657873,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,
39,60.679319,106.627475,1.000137,4.375125,100,1,20.580677,26.703675,21.66782,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
40,63.149402,109.102475,1.063185,4.500125,100,1,20.574425,26.936471,21.665276,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
41,65.44587,111.577475,1.125239,4.625125,100,1,20.580446,27.168066,21.664119,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
42,67.932385,114.052475,1.19701,4.750125,100,1,20.580214,27.407896,21.669208,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
43,70.514822,116.527475,1.262487,4.875125,100,1,20.593413,27.64445,21.681701,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,
44,72.967306,119.002475,1.341987,5.000125,100,1,20.570025,27.838624,21.667589,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,
45,75.67696,121.477475,1.417512,5.125125,100,1,20.582067,28.066343,21.678,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,
45.999,78.312163,123.952475,1.492043,5.250125,100,1,20.588087,28.265499,21.682858,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
47,81.062489,126.427475,1.566463,5.375125,100,1,20.593645,28.480941,21.689798,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
48,83.956525,128.9,1.658054,5.5,100,1,20.594802,28.672893,21.688873,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
49,86.732149,131.377475,1.733137,5.625125,100,1,20.588087,28.870097,21.693962,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,
50,89.545893,133.852475,1.827046,5.750125,100,1,20.599665,29.074157,21.707611,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,
51,92.395354,136.327475,1.916373,5.875125,100,1,20.591329,29.248312,21.703216,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
52,95.233614,138.802475,2.002498,6.000125,100,1,20.603139,29.4438,21.715708,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
53,98.271163,141.277475,2.098339,6.125125,100,1,20.596192,29.609167,21.704604,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,
54,101.313317,143.752475,2.191089,6.250125,100,1,20.60777,29.808033,21.705529,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
55,104.311671,146.227475,2.289249,6.375125,100,1,20.613559,29.993546,21.709462,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
55.999,107.408028,148.702475,2.384097,6.500125,100,1,20.613096,30.166861,21.712701,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
56.999,110.52361,151.177475,2.482699,6.625125,100,1,20.619579,30.348638,21.716633,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
58,113.931623,153.65,2.60239,6.75,100,1,20.623979,30.527632,21.722879,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,
59,116.989196,156.125,2.701102,6.875,100,1,20.630925,30.682505,21.724036,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
59.999,120.465309,158.602475,2.806219,7.000125,100,1,20.614253,30.837814,21.703216,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
60.999,123.897141,161.077475,2.924144,7.125125,100,1,20.632546,30.992642,21.716402,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
62,127.185598,163.55,3.027272,7.25,100,1,20.643429,31.167169,21.71779,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,
63,130.447269,166.025,3.145528,7.375,100,1,20.639724,31.318968,21.715708,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,
64,133.800276,168.502475,3.256663,7.500125,100,1,20.660101,31.482666,21.737685,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,
65,137.052724,170.977475,3.379722,7.625125,100,1,20.642271,31.630064,21.725193,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
66,140.374263,173.452475,3.506977,7.750125,100,1,20.665658,31.786151,21.735603,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,
67,143.575374,175.927475,3.634618,7.875125,100,1,20.649681,31.908758,21.734677,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,
68,146.848313,178.402475,3.762977,8.000125,100,1,20.658248,32.0341,21.731207,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,
69,150.149824,180.877475,3.88311,8.125125,100,1,20.671446,32.171112,21.749945,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
70,153.575331,183.352475,4.018702,8.250125,100,1,20.684876,32.321621,21.751565,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,
71,157.010813,185.827475,4.161801,8.375125,100,1,20.681171,32.45287,21.750639,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
71.999,160.58843,188.302475,4.281603,8.500125,100,1,20.684876,32.580896,21.75249,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
72.999,163.982091,190.777475,4.435689,8.625125,100,1,20.695295,32.704785,21.764288,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
74,167.32664,193.25,4.562226,8.75,100,1,20.703168,32.838047,21.768683,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
75,170.997857,195.725,4.72371,8.875,100,1,20.702936,32.970148,21.760586,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
76,174.672615,198.202475,4.863056,9.000125,100,1,20.712429,33.089642,21.754109,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,
77,178.249917,200.677475,5.001187,9.125125,100,1,20.721922,33.214616,21.768451,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,
78,181.905506,203.152475,5.150635,9.250125,100,1,20.725627,33.339347,21.762206,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
79,185.467573,205.627475,5.288822,9.375125,100,1,20.726784,33.456511,21.765907,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,
80,189.048826,208.102475,5.454667,9.500125,100,1,20.737203,33.578468,21.759892,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,
81,192.851448,210.577475,5.608588,9.625125,100,1,20.747391,33.697208,21.779324,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
82,196.619201,213.052475,5.7709,9.750125,99.831536,1,20.756652,33.796262,21.776548,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,
83,200.582013,215.527475,5.919078,9.875125,99.625153,1,20.76244,33.930073,21.76822,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
83.999,204.273701,218.002475,6.100603,10.000125,99.146472,1,20.765913,34.019271,21.766138,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,
84.999,208.053677,220.477475,6.259051,10.125125,98.862857,1,20.778647,34.131102,21.757579,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
86,212.307658,222.95,6.415124,10.25,98.419297,1,20.779573,34.23789,21.764519,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
87,216.248676,225.425,6.595766,10.375,97.419252,1,20.798095,34.359986,21.754109,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
88,219.963461,227.902475,6.76542,10.500125,96.643796,1,20.803188,34.475667,21.768683,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
88.999,223.793518,230.377475,6.935296,10.625125,96.017006,1,20.815227,34.579449,21.766369,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
90,227.321153,232.852475,7.070059,10.750125,95.202324,1,20.813838,34.670651,21.759661,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
91,231.393588,235.325,7.256939,10.875,94.621655,1,20.835832,34.76413,21.75943,2293.688931,2293.688931,2293.688931,2293.688931,2293.688931,2293.688931,2293.688931,2293.688931,2293.688931,
92,234.90025,237.802475,7.440175,11.000125,93.427048,1,20.843935,34.882966,21.767295,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,
93,238.390096,240.277475,7.58471,11.125125,92.722779,1,20.848333,34.976427,21.781174,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,
94,242.0239,242.752475,7.792459,11.250125,91.978477,1,20.85389,35.047488,21.784413,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
95,245.564563,245.227475,7.937325,11.375125,91.029838,1,20.861298,35.123799,21.780943,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,
96,249.452701,247.702475,8.086939,11.500125,90.11255,1,20.881902,35.213584,21.781406,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
97,253.426972,250.177475,8.335542,11.625125,88.778931,1,20.896486,35.290112,21.784875,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,
98,257.039888,252.652475,8.476875,11.750125,87.27828,1,20.894403,35.361152,21.772615,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,
99,260.536157,255.127475,8.621631,11.875125,86.065727,1,20.916395,35.45617,21.785107,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,
99.999,264.200402,257.602475,8.784605,12.000125,84.909844,1,20.918479,35.51715,21.786032,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
101,267.650537,260.077475,8.967621,12.125125,83.524779,1,20.936304,35.580411,21.785801,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
102,271.421574,262.55,9.124909,12.25,82.290705,1,20.930748,35.633621,21.78395,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,
103,275.309124,265.027475,9.249514,12.375125,80.677847,1,20.948341,35.714914,21.787651,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,
104,278.935442,267.502475,9.449588,12.500125,78.870831,1,20.949962,35.770857,21.798061,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
105,282.577435,269.977475,9.552772,12.625125,77.25383,1,20.977277,35.830221,21.800605,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,
106,286.151489,272.452475,9.762453,12.750125,75.556756,1,20.981213,35.879994,21.792509,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
107,289.387834,274.927475,9.887224,12.875125,73.864675,1,20.998805,35.927938,21.798986,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
108,292.652706,277.402475,10.030599,13.000125,72.458625,1,20.998111,35.958073,21.789964,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
109,295.921863,279.877475,10.181373,13.125125,70.980959,1,21.018018,35.998708,21.800605,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
109.999,299.324153,282.352475,10.313045,13.250125,69.455007,1,21.030055,36.030667,21.800605,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
111,302.347211,284.827475,10.443833,13.375125,67.748883,1,21.027277,36.062397,21.794822,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,
112,305.135267,287.3,10.516266,13.5,66.376866,1,21.043943,36.121746,21.803844,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
113,308.313687,289.777475,10.675983,13.625125,65.221701,1,21.068016,36.121746,21.798061,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
113.999,311.327986,292.252475,10.794129,13.750125,63.645531,1,21.075423,36.146626,21.788114,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
114.999,314.808599,294.727475,10.869433,13.875125,62.19987,1,21.094865,36.145713,21.792278,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
116,317.717897,297.2,11.053773,14,60.241529,1,21.105744,36.151647,21.774235,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
117,320.57365,299.675,11.069784,14.125,58.815921,1,21.11778,36.159636,21.761049,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
118,323.468696,302.152475,11.206037,14.250125,57.424752,1,21.127732,36.145485,21.761512,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
119,326.135306,304.627475,11.295254,14.375125,55.969639,1,21.142545,36.126083,21.764519,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
120,328.85179,307.102475,11.38712,14.500125,54.725972,1,21.151572,36.094355,21.762668,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
121,331.395237,309.577475,11.47181,14.625125,53.4204,1,21.167542,36.080887,21.770302,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
122,334.092119,312.052475,11.558376,14.750125,52.279257,1,21.187446,36.046875,21.770765,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
123,336.720247,314.527475,11.651568,14.875125,50.976614,1,21.196704,36.019482,21.766138,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
124,339.137517,317.002475,11.689717,15.000125,49.732308,1,21.206656,35.985467,21.760355,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
124.999,341.191564,319.477475,11.761874,15.125125,48.696209,1,21.225865,35.954877,21.749251,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
125.999,343.287871,321.952475,11.838724,15.250125,48.037711,1,21.239519,35.933417,21.753646,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
127,345.489344,324.425,11.848109,15.375,47.355542,1,21.256414,35.888898,21.750177,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
128,347.790779,326.9,11.930535,15.5,46.587689,1,21.271225,35.86424,21.751333,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
129,349.793856,329.377475,12.022567,15.625125,45.735877,1,21.277242,35.838898,21.762206,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,
130,351.76035,331.852475,12.066402,15.750125,45.197948,1,21.300616,35.798028,21.75596,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
131,353.872648,334.327475,12.124812,15.875125,44.723836,1,21.306864,35.76218,21.755266,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,
132,356.029821,336.802475,12.205748,16.000125,44.12812,1,21.322138,35.73889,21.767295,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
133,358.10642,339.277475,12.175714,16.125125,43.506433,1,21.343659,35.713544,21.766138,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
134,360.006436,341.752475,12.269403,16.250125,42.985214,1,21.353147,35.676095,21.780712,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
134.999,361.663455,344.227475,12.308711,16.375125,42.667617,1,21.364255,35.620147,21.773078,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
135.999,363.70313,346.702475,12.34145,16.500125,42.632565,1,21.38161,35.578128,21.783025,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
137,365.439328,349.175,12.334438,16.625,42.246272,1,21.390403,35.521033,21.774697,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,
138,367.074009,351.65,12.389812,16.75,42.197692,1,21.411461,35.488602,21.778861,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
139,368.808043,354.127475,12.454074,16.875125,42.297823,1,21.421642,35.452515,21.784413,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
139.999,370.692757,356.602475,12.437401,17.000125,42.34012,1,21.431129,35.417798,21.770533,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
140.999,372.5599,359.077475,12.563939,17.125125,42.269378,1,21.446632,35.375542,21.766369,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
