Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m≤],HF setpoint [kW/m≤],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors
1591,883.081096,884.355,78.697301,75.175,88.508557,1,37.964747,51.808945,23.949127,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
1592,883.718462,884.453432,78.826819,75.200025,88.466903,1,37.975913,51.801957,23.970367,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
1593,883.804225,884.551765,79.062558,75.225025,87.989138,1,37.980926,51.829684,23.969213,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
1594,883.92105,884.650098,78.788339,75.250025,88.048352,1,37.992548,51.836898,23.978217,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,
1595,884.416435,884.748432,79.285544,75.275025,88.07634,1,37.982749,51.829459,23.965057,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
1596,884.559012,884.846765,79.48722,75.300025,87.714224,1,37.992776,51.854255,23.975677,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
1597,883.687403,884.945098,79.565891,75.325025,87.692659,1,38.002346,51.890998,23.978217,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1598,883.12791,885.043432,79.345445,75.350025,88.710994,1,37.998928,51.880403,23.945433,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,
1599,883.327918,885.141765,79.252143,75.375025,89.462428,1,38.002574,51.912637,23.937814,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
1600,884.454919,885.240098,79.428147,75.400025,89.469809,1,38.004853,51.93067,23.937583,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
1601,884.20455,885.338432,79.252806,75.425025,88.5188,1,38.021487,51.954563,23.933658,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
1602,883.791708,885.436765,79.277097,75.450025,88.926272,1,38.017157,51.966509,23.930657,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
1603,884.480652,885.535098,79.550267,75.475025,89.520104,1,38.023993,51.956591,23.934351,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
1603.999,885.133077,885.633432,79.54839,75.500025,89.009942,1,38.031968,51.98409,23.950512,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,
1604.999,885.036157,885.731765,79.615634,75.525025,88.504453,1,38.028778,51.995811,23.941508,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
1606,885.376546,885.83,79.284716,75.55,88.73829,1,38.041994,52.000995,23.942893,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
1607,885.203798,885.928333,79.560039,75.575,88.53365,1,38.054754,52.036157,23.955592,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
1608,886.066686,886.026765,79.70866,75.600025,88.843018,1,38.060906,52.034354,23.949358,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
1609,884.519832,886.125098,79.439023,75.625025,88.102946,1,38.073666,52.031874,23.948896,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
1610,884.895651,886.223432,79.987793,75.650025,89.797078,1,38.070249,52.031649,23.939661,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,
1611,884.884986,886.321765,79.758237,75.675025,89.606529,1,38.086426,52.047877,23.94982,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
1612,885.712557,886.420098,79.938105,75.700025,89.797784,1,38.094629,52.053737,23.954206,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,
1613,885.665714,886.518432,80.187701,75.725025,89.133573,1,38.097363,52.042242,23.946587,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,
1613.999,884.417826,886.616765,79.752053,75.750025,89.327553,1,38.11878,52.057794,23.965288,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
1614.999,884.869915,886.715098,79.71523,75.775025,90.763915,1,38.124021,52.078755,23.983296,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
1616,885.251796,886.813333,80.041786,75.8,90.527858,1,38.138603,52.098139,23.979833,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1617,883.9739,886.911667,79.726989,75.825,90.344502,1,38.141792,52.111436,23.982834,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
1617.999,884.39418,887.010098,79.734994,75.850025,91.851276,1,38.152501,52.118874,23.982373,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1619,884.695565,887.108432,79.674872,75.875025,91.688905,1,38.142476,52.12586,23.951205,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,
1620,885.480199,887.206667,80.121838,75.9,91.631048,1,38.171867,52.17026,23.953283,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1621,886.384895,887.305098,80.197197,75.925025,91.06529,1,38.165487,52.180627,23.93412,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,
1622,886.527077,887.403432,80.136027,75.950025,90.337912,1,38.178474,52.212178,23.947049,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1623,886.736067,887.501765,79.956986,75.975025,90.349431,1,38.185081,52.224348,23.954206,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1624,886.612898,887.600098,80.258092,76.000025,90.28985,1,38.194422,52.23494,23.95259,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
1625,886.813078,887.698432,80.254007,76.025025,90.565506,1,38.191005,52.274379,23.971291,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1626,887.078918,887.796765,80.456841,76.050025,90.521138,1,38.202168,52.270097,23.976139,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
1626.999,885.788622,887.895098,80.488034,76.075025,90.403628,1,38.205813,52.284069,23.982834,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
1627.999,885.057721,887.993432,80.377728,76.100025,91.87609,1,38.21242,52.299393,23.996917,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1629,885.572491,888.091667,80.303087,76.125,92.850747,1,38.21561,52.283393,24.004536,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,
1630,886.769469,888.19,80.67127,76.15,92.591451,1,38.229507,52.281139,24.026698,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
1631,886.514551,888.288432,80.391033,76.175025,91.607807,1,38.228368,52.2879,24.027391,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
1632,887.348719,888.386765,80.636213,76.200025,92.055258,1,38.240898,52.305929,24.050708,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1633,887.928283,888.485098,80.492892,76.225025,91.402996,1,38.242721,52.313816,24.055555,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1634,888.337136,888.583432,80.715989,76.250025,90.97153,1,38.262313,52.353928,24.065251,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1635,888.813101,888.681765,80.673313,76.275025,90.688781,1,38.255251,52.389758,24.073331,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1636,888.387492,888.780098,80.71632,76.300025,90.319806,1,38.253428,52.380068,24.063866,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,
1637,888.432511,888.878432,80.94687,76.325025,90.856469,1,38.266413,52.386153,24.069868,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,
1638,887.973296,888.976765,81.046355,76.350025,90.938539,1,38.290106,52.401701,24.071023,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
1638.999,888.048011,889.075098,80.734428,76.375025,91.54181,1,38.294434,52.41432,24.085104,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1639.999,888.747424,889.173432,80.909494,76.400025,91.627235,1,38.306964,52.424461,24.098262,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
1640.999,889.512878,889.271667,81.156771,76.425,91.071881,1,38.306736,52.444741,24.120192,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,
1642,889.430477,889.37,81.364133,76.45,90.415354,1,38.309242,52.442713,24.115114,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
1643,889.270553,889.468333,81.184927,76.475,90.593168,1,38.323593,52.469527,24.130811,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
1643.999,890.131752,889.566765,81.223297,76.500025,90.860802,1,38.339767,52.481019,24.139814,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1645,890.327231,889.665098,81.277732,76.525025,90.093207,1,38.337034,52.490708,24.152971,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
1646,890.835007,889.763333,81.235774,76.55,89.967309,1,38.348423,52.49499,24.162204,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
1647,890.764653,889.861765,81.240301,76.575025,89.515265,1,38.355941,52.513917,24.169822,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
1648,891.168684,889.960098,81.130161,76.600025,89.63457,1,38.364597,52.51572,24.186441,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
1649,891.217449,890.058432,81.249355,76.625025,89.275683,1,38.365052,52.502651,24.173515,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,
1650,891.757155,890.156765,81.510159,76.650025,89.264948,1,38.373936,52.502651,24.133812,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,
1651,891.991034,890.255098,81.247809,76.675025,88.752388,1,38.388287,52.531042,24.125963,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
1652,891.515857,890.353432,81.271935,76.700025,88.529629,1,38.391248,52.535098,24.115114,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,
1653,891.689107,890.451765,81.778305,76.725025,89.028092,1,38.401499,52.54411,24.086489,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
1653.999,892.014957,890.550098,81.139877,76.750025,88.891979,1,38.406282,52.553349,24.088105,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
1654.999,891.178437,890.648432,81.293356,76.775025,88.594933,1,38.408788,52.554926,24.079564,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,
1656,890.495786,890.746667,81.608816,76.8,89.479736,1,38.410838,52.54704,24.084643,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,
1657,890.497179,890.845,81.314998,76.825,90.258425,1,38.411066,52.555602,24.094338,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,
1658,891.21443,890.943432,81.832133,76.850025,90.37756,1,38.425872,52.565966,24.115345,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1659,891.091358,891.041765,81.653259,76.875025,89.766241,1,38.431111,52.565516,24.120192,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
1660,890.949945,891.140098,81.507895,76.900025,89.984205,1,38.422683,52.558531,24.096416,2293.692516,2293.692516,2293.692516,2293.692516,2293.692516,2293.692516,2293.692516,2293.692516,2293.692516,
1661,890.543382,891.238432,81.528433,76.925025,90.233318,1,38.437716,52.574979,24.122732,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,
1662,889.496862,891.336765,81.994501,76.950025,90.768267,1,38.422911,52.547265,24.108189,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,
1663,891.247869,891.435098,81.513968,76.975025,91.988999,1,38.438855,52.573853,24.102648,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
1664,892.189854,891.533432,81.855597,77.000025,90.398096,1,38.444094,52.566417,24.097801,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1665,891.495885,891.631765,81.563821,77.025025,89.546875,1,38.453661,52.554475,24.08395,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
1665.999,891.229989,891.730098,81.942384,77.050025,90.33018,1,38.462999,52.567093,24.088105,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1666.999,891.066047,891.828432,81.389695,77.075025,90.717517,1,38.459811,52.584442,24.086028,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1668,891.444098,891.926667,81.913124,77.1,91.020223,1,38.469833,52.612832,24.109574,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1669,892.482062,892.025,81.799616,77.125,90.780587,1,38.470516,52.636264,24.111651,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
1670,892.961534,892.123432,81.772398,77.150025,89.847229,1,38.480766,52.664653,24.131503,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1670.999,893.800746,892.221765,82.045458,77.175025,89.43558,1,38.486688,52.68831,24.136813,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,
1672,894.748206,892.320098,81.873374,77.200025,88.633084,1,38.495115,52.700476,24.166359,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1673,894.807241,892.418333,81.663914,77.225,87.677905,1,38.49056,52.701602,24.152509,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
1674,894.695912,892.516765,81.957677,77.250025,87.588959,1,38.51607,52.746436,24.192674,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1675,894.38867,892.615098,81.97976,77.275025,87.677197,1,38.520625,52.750942,24.199829,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
1676,894.337543,892.713432,82.191042,77.300025,87.978437,1,38.524269,52.762207,24.202368,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
1677,893.97177,892.811765,82.125841,77.325025,88.03898,1,38.548867,52.762883,24.210447,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
1678,894.348931,892.910098,82.051034,77.350025,88.431213,1,38.536112,52.73382,24.189442,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,
1679,893.725926,893.008432,81.928085,77.375025,88.085659,1,38.558433,52.711966,24.200522,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,
1680,894.486976,893.106765,81.87503,77.400025,88.752562,1,38.559116,52.689211,24.199598,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
1680.999,894.260621,893.205098,82.053076,77.425025,88.037039,1,38.570959,52.664202,24.193135,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
1681.999,894.505336,893.303432,82.2171,77.450025,88.299593,1,38.574148,52.676143,24.202368,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1683,894.025681,893.401667,81.921957,77.475,88.095867,1,38.580069,52.686507,24.196136,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
1684,892.815874,893.5,82.291576,77.5,88.62855,1,38.605577,52.702503,24.21691,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,
1685,894.178356,893.598432,81.992623,77.525025,89.943924,1,38.602616,52.701152,24.189673,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
1686,895.127299,893.696765,81.916657,77.550025,88.688136,1,38.609221,52.729089,24.186672,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1687,894.623632,893.795098,81.988869,77.575025,87.787143,1,38.616281,52.725934,24.189211,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
1688,894.798874,893.893432,81.970706,77.600025,88.331855,1,38.627896,52.744634,24.184826,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,
1689,893.671322,893.991765,82.178565,77.625025,88.212243,1,38.626074,52.776175,24.177901,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
1690,894.033582,894.090098,81.922509,77.650025,89.427342,1,38.635639,52.786313,24.156434,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,
1690.999,893.443154,894.188432,81.642438,77.675025,89.179349,1,38.639966,52.808165,24.150663,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
1691.999,893.787269,894.286765,81.948678,77.700025,89.895817,1,38.658868,52.82371,24.151124,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,
1693,894.6822,894.385,82.157033,77.725,89.689974,1,38.671849,52.825963,24.164744,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,
1694,894.738445,894.483333,82.02619,77.75,88.904468,1,38.673443,52.848716,24.170745,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1695,894.647803,894.581765,81.939624,77.775025,88.936778,1,38.674354,52.864035,24.175592,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,
1695.999,894.506033,894.680098,82.291189,77.800025,89.122299,1,38.691661,52.868315,24.181363,2293.729264,2293.729264,2293.729264,2293.729264,2293.729264,2293.729264,2293.729264,2293.729264,2293.729264,
1696.999,894.107479,894.778432,82.572862,77.825025,89.370856,1,38.690295,52.858628,24.165898,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,
1698,894.170455,894.876667,82.25293,77.85,89.896579,1,38.711473,52.891293,24.186441,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
1699,894.254811,894.975,82.400723,77.875,89.975695,1,38.72081,52.905711,24.183902,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
1700,894.107246,895.073432,81.889771,77.900025,90.034858,1,38.72377,52.916749,24.172823,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
1701,894.895562,895.171765,82.313052,77.925025,90.333065,1,38.742898,52.927337,24.179055,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
1702,894.617589,895.270098,81.914117,77.950025,89.683057,1,38.74677,52.949188,24.175131,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
1703,894.703814,895.368432,82.018185,77.975025,90.090624,1,38.751552,52.952341,24.175823,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
1704,895.080811,895.466765,82.339607,78.000025,90.144781,1,38.752463,52.923958,24.171668,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
1705,894.993648,895.565098,82.41861,78.025025,89.900764,1,38.762027,52.925309,24.176285,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
1706,895.00434,895.663432,82.096746,78.050025,90.118318,1,38.766808,52.923732,24.1749,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,
1707,894.631766,895.761765,81.848916,78.075025,90.245604,1,38.785708,52.933194,24.176285,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1708,894.890914,895.860098,82.385872,78.100025,90.771671,1,38.783431,52.932293,24.170514,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1709,895.297216,895.958432,82.388963,78.125025,90.67463,1,38.792312,52.933644,24.179286,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,
1709.999,895.825378,896.056765,82.532284,78.150025,90.417413,1,38.800965,52.928463,24.191058,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,
1711,895.177739,896.155098,82.622991,78.175025,90.017812,1,38.808251,52.956171,24.187826,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
1712,895.442965,896.253333,82.581143,78.2,90.802762,1,38.7955,52.955044,24.184826,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
1713,895.075465,896.351765,82.371297,78.225025,90.691089,1,38.813033,52.961127,24.188057,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,
1714,894.842104,896.450098,82.434013,78.250025,91.220351,1,38.82419,52.978021,24.187134,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
1715,895.668224,896.548432,82.654515,78.275025,91.637627,1,38.822597,52.961577,24.180902,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
1716,895.328132,896.646765,82.478345,78.300025,90.984421,1,38.830338,52.983428,24.183671,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
1717,895.563148,896.745098,82.737106,78.325025,91.489387,1,38.855613,53.008882,24.189211,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,
1718,896.261768,896.843432,82.589976,78.350025,91.427629,1,38.852653,52.997394,24.193366,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
1719,895.392057,896.941765,82.976102,78.375025,90.881795,1,38.856979,52.994691,24.192443,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,
1720,895.394149,897.040098,82.665832,78.400025,91.914506,1,38.868136,52.97712,24.194059,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
1721,896.105759,897.138432,83.053891,78.425025,92.104979,1,38.875877,52.964956,24.204215,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
1721.999,896.330357,897.236765,82.895885,78.450025,91.571571,1,38.890677,52.969687,24.231221,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
1722.999,897.235619,897.335098,82.773378,78.475025,91.504573,1,38.887717,52.949413,24.24807,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
1723.999,898.098981,897.433333,82.822348,78.5,90.730948,1,38.899784,52.968786,24.254533,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,
1725,897.580058,897.531667,82.912061,78.525,89.955653,1,38.901378,52.973066,24.250609,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
1726,897.695653,897.63,82.912613,78.55,90.558523,1,38.916633,52.983653,24.251994,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
1727,896.493582,897.728432,82.592681,78.575025,90.543658,1,38.923008,53.000998,24.243223,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
1727.999,896.474051,897.826765,82.899584,78.600025,91.882005,1,38.934847,53.011134,24.241376,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
