Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m²],HF setpoint [kW/m²],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors,Energy dose [kJ/m²]
0,21.973387,722,0.116503,45,100,1,21.305013,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,0.0974695
1,21.987264,722,0.078436,45,100,1,21.343428,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,-0.0357645
2,22.179674,722,-0.149965,45,100,1,21.44617,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,-0.054798
3,22.665177,722,0.040369,45,100,1,21.582451,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,0,0.173603
4,23.378255,722,0.306837,45,100,1,21.757348,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,0.173603
5,24.30831,722,0.040369,45,100,1,21.926667,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,0.0594025
6,25.396911,722,0.078436,45,100,1,22.086711,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,0.3449035
7,26.625604,722,0.611371,45,100,1,22.257831,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,0.38297
8,27.990672,722,0.154569,45,100,1,22.416672,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,0.192636
9,29.452988,722,0.230703,45,100,1,22.58728,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,0,0.26877
10,31.035072,722,0.306837,45,100,1,22.760173,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,0.32587
11,32.788591,722,0.344903,45,100,1,22.936737,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,0.44007
12,34.599793,722,0.535237,45,100,1,23.099179,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,0.630404
13,36.501045,722,0.725571,45,100,1,23.267141,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,0.6113705
14,38.450472,722,0.49717,45,100,1,23.443163,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,0.478137
15,40.478366,722,0.459104,45,100,1,23.602067,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,0.611371
16,42.558544,722,0.763638,45,100,1,23.785655,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,0.6494375
17,44.815479,722,0.535237,45,100,1,23.952359,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,0.725571
18,47.053474,722,0.915905,45,100,1,24.121577,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.915905
19,49.317105,722,0.915905,45,100,1,24.297463,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,0.8397715
20,51.668274,722,0.763638,45,100,1,24.465705,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,0.9730055
21,53.972932,722,1.182373,45,100,1,24.635766,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,0,0.9349385
22,56.427636,722,0.687504,45,100,1,24.795651,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,0.8968715
23,58.884864,722,1.106239,45,100,1,24.957127,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,1.144306
24,61.422846,722,1.182373,45,100,1,25.127804,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,1.1062395
25,63.969159,722,1.030106,45,100,1,25.299607,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,1.030106
26,66.582024,722,1.030106,45,100,1,25.450402,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,1.2965735
27,69.229334,722,1.563041,45,100,1,25.632297,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,1.2204395
28,71.964134,722,0.877838,45,100,1,25.788347,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,2293.727023,0,1.0491385
29,74.659349,722,1.220439,45,100,1,25.945987,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,2293.683553,0,1.4678735
30,77.246812,722,1.715308,45,100,1,26.128028,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,1.486907
31,79.909351,722,1.258506,45,100,1,26.269032,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,0,1.296573
32,82.67053,722,1.33464,45,100,1,26.433742,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,0,1.5630405
33,85.474942,722,1.791441,45,100,1,26.603034,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,0,1.8104745
34,88.311025,722,1.829508,45,100,1,26.768614,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,0,1.886608
35,91.255596,722,1.943708,45,100,1,26.924039,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,2.038875
36,94.12925,722,2.134042,45,100,1,27.066779,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,2.076942
37,97.05922,722,2.019842,45,100,1,27.219397,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,0,2.0388755
38,100.052375,722,2.057909,45,100,1,27.372454,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,2.2292095
39,103.011642,722,2.40051,45,100,1,27.519736,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,2.4766435
40,106.046253,722,2.552777,45,100,1,27.662627,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,0,2.40051
41,109.169473,722,2.248243,45,100,1,27.831723,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,2.495677
42,112.294002,722,2.743111,45,100,1,27.965831,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,2.686011
43,115.396149,722,2.628911,45,100,1,28.11556,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,2.686011
44,118.519565,722,2.743111,45,100,1,28.266189,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,0,2.8763445
45,121.684917,722,3.009578,45,100,1,28.407369,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,3.104745
46,125.015283,722,3.199912,45,100,1,28.543473,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,3.104745
47,128.248204,722,3.009578,45,100,1,28.691972,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,3.237979
48,131.560656,722,3.46638,45,100,1,28.832176,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,3.6376805
49,134.972895,722,3.808981,45,100,1,28.97397,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,3.5805805
50,138.275671,722,3.35218,45,100,1,29.110001,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,0,3.7138145
51,141.593739,722,4.075449,45,100,1,29.248082,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,3.999315
52,145.06513,722,3.923181,45,100,1,29.392347,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,3.999315
53,148.463006,722,4.075449,45,100,1,29.518218,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,4.132549
54,151.974845,722,4.189649,45,100,1,29.66658,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,4.2086825
55,155.438215,722,4.227716,45,100,1,29.790582,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,4.341916
56,158.991249,722,4.456116,45,100,1,29.926967,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,0,4.4751495
57,162.796851,722,4.494183,45,100,1,30.059202,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,4.5132165
58,166.322951,722,4.53225,45,100,1,30.175353,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,4.684517
59,170.066019,722,4.836784,45,100,1,30.305492,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,5.0461515
60,173.689701,722,5.255519,45,100,1,30.430337,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,5.103252
61,177.381902,722,4.950985,45,100,1,30.557231,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,5.1222855
62,181.131863,722,5.293586,45,100,1,30.685258,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,5.2745525
63,184.909649,722,5.255519,45,100,1,30.810287,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,5.312619
64,188.666872,722,5.369719,45,100,1,30.930484,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,5.502953
65,192.402002,722,5.636187,45,100,1,31.061447,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,5.7694205
66,196.189478,722,5.902654,45,100,1,31.182074,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,5.902654
67,200.038914,722,5.902654,45,100,1,31.300624,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,0,6.188155
68,203.785618,722,6.473656,45,100,1,31.427185,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,6.3594555
69,207.462057,722,6.245255,45,100,1,31.537226,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,6.283322
70,211.251665,722,6.321389,45,100,1,31.644505,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,0,6.4546225
71,215.127454,722,6.587856,45,100,1,31.771253,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,0,6.6068895
72,219.047444,722,6.625923,45,100,1,31.884925,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,6.8352905
73,222.78374,722,7.044658,45,100,1,31.99973,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,7.1207915
74,226.600211,722,7.196925,45,100,1,32.111773,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,7.254025
75,230.341084,722,7.311125,45,100,1,32.223346,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,0,7.539526
76,234.273111,722,7.767927,45,100,1,32.327577,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,7.6537265
77,238.001145,722,7.539526,45,100,1,32.442334,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,7.8059935
78,241.795253,722,8.072461,45,100,1,32.548834,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,8.224728
79,245.717368,722,8.376995,45,100,1,32.651888,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,8.3008615
80,249.51386,722,8.224728,45,100,1,32.767068,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,8.5292625
81,253.279017,722,8.833797,45,100,1,32.881548,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,0,8.8718635
82,257.05724,722,8.90993,45,100,1,32.973124,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,8.85283
83,260.861903,722,8.79573,45,100,1,33.072474,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,9.1192975
84,264.735003,722,9.442865,45,100,1,33.176851,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,0,9.328665
85,268.549719,722,9.214465,45,100,1,33.275038,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,9.518999
86,272.542554,722,9.823533,45,100,1,33.382827,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,9.9758
87,276.537724,722,10.128067,45,100,1,33.486944,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,9.9758
88,280.38774,722,9.823533,45,100,1,33.583273,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,10.070967
89,284.169071,722,10.318401,45,100,1,33.680278,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,10.451635
90,288.03733,722,10.584869,45,100,1,33.787569,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,10.5087355
91,291.856139,722,10.432602,45,100,1,33.882726,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,10.737136
92,295.77974,722,11.04167,45,100,1,33.978561,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,0,11.04167
93,299.880294,722,11.04167,45,100,1,34.073473,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,11.136837
94,303.634958,722,11.232004,45,100,1,34.175007,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,11.289104
95,307.47878,722,11.346204,45,100,1,34.279733,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,11.574605
96,311.245151,722,11.803006,45,100,1,34.362501,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,12.0314065
97,314.841479,722,12.259807,45,100,1,34.468123,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,12.297874
98,318.453463,722,12.335941,45,100,1,34.557048,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,12.3549745
99,322.303434,722,12.374008,45,100,1,34.647337,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,12.526275
100,326.031552,722,12.678542,45,100,1,34.748588,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,0,12.773709
101,329.826461,722,12.868876,45,100,1,34.825835,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,13.11631
102,333.69754,722,13.363744,45,100,1,34.93164,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,13.420844
103,337.706019,722,13.477944,45,100,1,35.002704,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,0,13.4969775
104,341.368694,722,13.516011,45,100,1,35.092727,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,13.801512
105,345.128636,722,14.087013,45,100,1,35.184799,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,13.896679
106,348.728379,722,13.706345,45,100,1,35.27869,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,14.106046
107,352.46926,722,14.505747,45,100,1,35.362751,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,14.581881
108,356.15105,722,14.658015,45,100,1,35.458225,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,0,14.562848
109,360.035506,722,14.467681,45,100,1,35.533822,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,14.7341485
110,363.757691,722,15.000616,45,100,1,35.619919,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,15.114816
111,367.624434,722,15.229016,45,100,1,35.709662,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,15.2861165
112,371.46821,722,15.343217,45,100,1,35.800996,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,15.5716175
113,375.28814,722,15.800018,45,100,1,35.879766,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,15.7809845
114,379.114981,722,15.761951,45,100,1,35.967661,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,15.9332515
115,382.754044,722,16.104552,45,100,1,36.058973,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,16.294886
116,386.398572,722,16.48522,45,100,1,36.133387,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,16.618454
117,390.010069,722,16.751688,45,100,1,36.21373,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,16.903955
118,393.883292,722,17.056222,45,100,1,36.310043,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,0,17.265589
119,397.67991,722,17.474956,45,100,1,36.384439,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,17.4939895
120,401.24171,722,17.513023,45,100,1,36.466817,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,17.66529
121,404.668928,722,17.817557,45,100,1,36.556947,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,18.045958
122,408.15539,722,18.274359,45,100,1,36.625851,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,18.2172585
123,411.868728,722,18.160158,45,100,1,36.716652,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,18.4266255
124,415.229123,722,18.693093,45,100,1,36.78395,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,0,18.8072935
125,418.376378,722,18.921494,45,100,1,36.871772,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,18.959561
126,422.214085,722,18.997628,45,100,1,36.940428,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,0,19.302162
127,425.852556,722,19.606696,45,100,1,37.032344,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,19.606696
128,429.542695,722,19.606696,45,100,1,37.113305,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,0,19.7779965
129,432.999977,722,19.949297,45,100,1,37.175789,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,0,20.0254305
130,436.623152,722,20.101564,45,100,1,37.272245,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,20.2157645
131,439.980479,722,20.329965,45,100,1,37.357064,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,0,20.5012655
132,443.385381,722,20.672566,45,100,1,37.420447,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,20.9771
133,446.895605,722,21.281634,45,100,1,37.505483,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,21.3387345
134,450.407838,722,21.395835,45,100,1,37.58299,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,21.3387345
135,453.826967,722,21.281634,45,100,1,37.655933,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,21.414868
136,457.09033,722,21.548102,45,100,1,37.735709,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,21.8716695
137,460.580472,722,22.195237,45,100,1,37.811148,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,22.10007
138,463.830559,722,22.004903,45,100,1,37.892508,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,22.4997715
139,467.108063,722,22.99464,45,100,1,37.956999,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,0,22.99464
