Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m²],HF setpoint [kW/m²],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors,Energy dose [kJ/m²]
378,647.958616,648.475,36.698679,35.75,85.584635,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,36.603512
379,649.373944,648.8625,36.508345,35.791667,85.07314,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,36.641579
380,650.517407,649.25,36.774813,35.833333,84.066977,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,37.0032135
381,652.004724,649.6375,37.231614,35.875,83.283129,1,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,37.4600145
382,653.28117,650.025,37.688415,35.916667,82.103957,1,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,0,37.421948
383,654.938293,650.412113,37.155481,35.958292,81.079936,1,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,0,37.421948
384,656.427767,650.799612,37.688415,35.999958,79.615459,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,37.6503485
385,657.656586,651.1875,37.612282,36.041667,78.253346,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,37.764549
386,658.601864,651.575,37.916816,36.083333,77.097531,1,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,37.954883
387,660.199507,651.9625,37.99295,36.125,76.186747,1,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,0,38.145217
388,661.38273,652.349613,38.297484,36.166625,74.573334,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,38.449751
389,662.168953,652.7375,38.602018,36.208333,73.319801,1,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,2293.73016,0,38.563951
390,663.483751,653.125,38.525884,36.25,72.429712,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,38.563951
391,664.71932,653.5125,38.602018,36.291667,70.974213,1,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,2293.688482,0,38.7162185
392,666.471959,653.9,38.830419,36.333333,69.548629,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,38.849452
393,667.606938,654.2875,38.868485,36.375,67.544496,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,38.7923515
394,668.489044,654.675,38.716218,36.416667,66.099339,1,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,0,38.7923515
395,669.363547,655.0625,38.868485,36.458333,64.872553,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,39.0397855
396,670.342768,655.45,39.211086,36.5,63.626103,1,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,39.2301195
397,671.38408,655.8375,39.249153,36.541667,62.24497,1,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,39.0778525
398,672.43244,656.225,38.906552,36.583333,60.767972,1,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,0,39.0207525
399,673.156453,656.612112,39.134953,36.624958,59.246186,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,39.1539865
400,673.820379,656.999613,39.17302,36.666625,58.02053,1,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,39.2110865
401,674.352285,657.3875,39.249153,36.708333,56.839221,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,39.439487
402,674.881143,657.775,39.629821,36.75,55.777866,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,39.2681865
403,675.540626,658.1625,38.906552,36.791667,54.711622,1,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,39.039786
404,676.148172,658.55,39.17302,36.833333,53.50327,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,39.3443205
405,676.644439,658.9375,39.515621,36.875,52.333188,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,39.420454
406,677.246792,659.325,39.325287,36.916667,51.265251,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,39.28722
407,677.708619,659.7125,39.249153,36.958333,50.082238,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,39.134953
408,678.471847,660.1,39.020753,37,49.03172,1,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,39.23012
409,679.101196,660.4875,39.439487,37.041667,47.667298,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,39.1730195
410,679.112048,660.875,38.906552,37.083333,46.419601,1,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,39.058819
411,679.101861,661.2625,39.211086,37.125,45.795147,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,39.001719
412,679.270393,661.649612,38.792352,37.166625,45.211841,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,38.887519
413,679.508695,662.037113,38.982686,37.208292,44.467322,1,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,2293.72523,0,39.0588195
414,679.760075,662.424612,39.134953,37.249958,43.662306,1,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,39.001719
415,680.349701,662.8125,38.868485,37.291667,42.85349,1,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,2293.693412,0,38.7923515
416,680.422578,663.2,38.716218,37.333333,41.705165,1,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,38.602018
417,680.633018,663.587112,38.487818,37.374958,41.075368,1,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,38.582985
418,680.663145,663.974613,38.678152,37.416625,40.321111,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,38.582985
419,680.769698,664.3625,38.487818,37.458333,39.763343,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,38.2784505
420,680.878912,664.75,38.069083,37.5,39.146502,1,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,0,38.069083
421,680.609759,665.1375,38.069083,37.541667,38.543418,1,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,38.0310165
422,680.544189,665.524612,37.99295,37.583292,38.34339,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,37.99295
423,680.580518,665.912113,37.99295,37.624958,37.970981,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,37.764549
424,680.319797,666.299612,37.536148,37.666625,37.518211,1,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,37.669382
425,680.399984,666.6875,37.802616,37.708333,37.392228,1,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,37.7264825
426,680.102724,667.074613,37.650349,37.749958,36.949581,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,37.6884155
427,679.438045,667.4625,37.726482,37.791667,36.914183,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,37.5932485
428,679.670374,667.849613,37.460015,37.833292,37.292956,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,37.4790485
429,679.311807,668.237112,37.498082,37.874958,36.808635,1,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,0,37.2887145
430,678.681105,668.624613,37.079347,37.916625,36.93963,1,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,0,36.9080465
431,678.50794,669.0125,36.736746,37.958333,37.392781,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,36.7177125
432,678.485797,669.4,36.698679,38,37.431875,1,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,36.5654455
433,678.229604,669.7875,36.432212,38.041667,37.346901,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,36.4512455
434,677.554525,670.175,36.470279,38.083333,37.525236,1,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,36.622546
435,677.054634,670.5625,36.774813,38.125,38.169853,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,36.584479
436,676.905429,670.95,36.394145,38.166667,38.693447,1,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,0,36.298978
437,676.664804,671.3375,36.203811,38.208333,38.905915,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,36.1276775
438,676.111429,671.725,36.051544,38.25,39.242158,1,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,0,35.956377
439,675.576479,672.1125,35.86121,38.291667,39.934983,1,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,36.0325105
440,675.312675,672.499613,36.203811,38.333292,40.660496,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,36.108644
441,674.642597,672.887113,36.013477,38.374958,41.158955,1,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,35.8231435
442,674.240324,673.274612,35.63281,38.416625,42.111051,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,35.404409
443,673.828566,673.6625,35.176008,38.458333,42.847161,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,35.461509
444,673.529667,674.05,35.74701,38.5,43.63653,1,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,35.7279765
445,673.299143,674.437113,35.708943,38.541625,44.353899,1,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,35.461509
446,672.77508,674.824613,35.214075,38.583292,45.039571,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,35.214075
447,672.168563,675.2125,35.214075,38.625,46.061603,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,35.1760085
448,671.523187,675.6,35.137942,38.666667,47.218643,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,35.2140755
449,671.104108,675.9875,35.290209,38.708333,48.470845,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,35.385376
450,670.766214,676.375,35.480543,38.75,49.547847,1,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,35.385376
451,670.346085,676.7625,35.290209,38.791667,50.586218,1,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,35.2331085
452,670.092917,677.15,35.176008,38.833333,51.749408,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,35.118908
453,669.496414,677.5375,35.061808,38.875,52.785868,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,35.2711755
454,669.104453,677.925,35.480543,38.916667,54.210351,1,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,0,35.442476
455,668.803372,678.312113,35.404409,38.958292,55.47932,1,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,0,35.2331085
456,668.591165,678.699613,35.061808,38.999958,56.699096,1,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,35.061808
457,668.425163,679.0875,35.061808,39.041667,57.865651,1,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,35.099875
458,667.955918,679.475,35.137942,39.083333,59.017657,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,35.099875
459,667.854692,679.8625,35.061808,39.125,60.512081,1,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,35.214075
460,667.646057,680.25,35.366342,39.166667,61.675859,1,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,0,35.366342
461,667.438313,680.6375,35.366342,39.208333,62.977182,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,35.2902085
462,667.345935,681.025,35.214075,39.25,64.310708,1,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,35.404409
463,667.45975,681.4125,35.594743,39.291667,65.558731,1,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,2293.724334,0,35.5186095
464,667.639647,681.8,35.442476,39.333333,66.621495,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,35.404409
465,667.644731,682.1875,35.366342,39.375,67.630742,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,35.4424755
466,667.321405,682.574613,35.518609,39.416625,68.831598,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,35.5757095
467,667.543952,682.962112,35.63281,39.458292,70.392456,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,35.5186095
468,667.554781,683.35,35.404409,39.5,71.431317,1,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,0,35.556676
469,667.753689,683.7375,35.708943,39.541667,72.695676,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,35.6899095
470,668.133621,684.124613,35.670876,39.583292,73.788149,1,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,0,35.8421765
471,668.435331,684.512113,36.013477,39.624958,74.706332,1,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,36.3751115
472,669.121254,684.9,36.736746,39.666667,75.70482,1,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,0,36.394145
473,669.774538,685.2875,36.051544,39.708333,76.312811,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,36.108644
474,670.082746,685.675,36.165744,39.75,76.937769,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,36.203811
475,669.959152,686.0625,36.241878,39.791667,77.902623,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,36.4512455
476,670.327069,686.45,36.660613,39.833333,79.315678,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,36.6986795
477,670.178484,686.8375,36.736746,39.875,80.251963,1,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,36.6606125
478,670.637076,687.225,36.584479,39.916667,81.720185,1,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,36.6986795
479,671.664951,687.6125,36.81288,39.958333,82.594148,1,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,0,36.965147
480,671.798756,688,37.117414,40,82.878138,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,37.079347
481,672.84476,688.17205,37.04128,40.0333,83.824948,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,37.1174135
482,673.700464,688.344272,37.193547,40.066633,83.837408,1,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,0,37.231614
483,674.169741,688.516667,37.269681,40.1,83.996201,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,37.5932485
484,675.190736,688.688889,37.916816,40.133333,84.514018,1,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,0,37.9929495
485,675.966897,688.861111,38.069083,40.166667,84.448287,1,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,38.316517
486,676.591313,689.033333,38.563951,40.2,84.587037,1,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,0,38.4878175
487,677.364127,689.205556,38.411684,40.233333,84.848196,1,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,0,38.506851
488,678.22894,689.377778,38.602018,40.266667,84.931712,1,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,0,38.887519
489,679.094774,689.55,39.17302,40.3,84.88666,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,38.9636525
490,679.933944,689.72205,38.754285,40.3333,84.802552,1,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,0,39.1730195
491,681.067216,689.894272,39.591754,40.366633,84.707482,1,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,0,39.5727205
492,681.768652,690.066494,39.553687,40.399967,84.273614,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,39.534654
493,682.973445,690.238889,39.515621,40.433333,84.229838,1,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,0,39.763055
494,683.73076,690.411111,40.010489,40.466667,83.638711,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,40.105656
495,684.26407,690.583161,40.200823,40.499967,83.450392,1,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,0,40.1817895
496,684.868374,690.755383,40.162756,40.5333,83.460334,1,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,40.619557
497,685.958555,690.927778,41.076358,40.566667,83.377055,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,40.8479575
498,687.357248,691.1,40.619557,40.6,82.770231,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,40.657624
499,688.48787,691.272222,40.695691,40.633333,81.795328,1,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,0,40.962158
500,689.345147,691.444444,41.228625,40.666667,81.027805,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,41.3428255
501,690.325063,691.616667,41.457026,40.7,80.487975,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,41.4379925
502,691.02261,691.788889,41.418959,40.733333,79.78404,1,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,41.5902595
503,691.947119,691.961111,41.76156,40.766667,79.325447,1,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,41.8186605
504,693.189969,692.133333,41.875761,40.8,78.604371,1,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,41.742527
505,694.087546,692.305383,41.609293,40.8333,77.514172,1,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,0,41.8376935
