Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m²],HF setpoint [kW/m²],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors,Energy dose [kJ/m²]
10,23.829527,43.955938,0.040369,1.249875,47.060931,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,0.078436
11,24.330929,46.354167,0.116503,1.375,50.214383,1,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,0.2497365
12,24.872471,48.75,0.38297,1.5,53.411503,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,0.2116695
13,25.481066,51.143438,0.040369,1.624875,56.672863,1,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,0.173603
14,26.149226,53.541667,0.306837,1.75,59.970198,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.4020035
15,26.88743,55.935104,0.49717,1.874875,63.303929,1,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,0.49717
16,27.696218,58.333333,0.49717,2,66.664838,1,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,0.38297
17,28.553128,60.729167,0.26877,2.125,70.042962,1,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,0,0.230703
18,29.478943,63.125,0.192636,2.25,73.459796,1,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,0.2497365
19,30.513634,65.520833,0.306837,2.375,76.891309,1,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,0,0.3829705
20,31.583302,67.916667,0.459104,2.5,80.292587,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,0.363937
21,32.753558,70.3125,0.26877,2.625,83.733537,1,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,0.3068365
22,34.016298,72.708333,0.344903,2.75,87.14478,1,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,0.4971705
23,35.330315,75.104167,0.649438,2.875,90.529059,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,0.554271
24,36.718477,77.5,0.459104,3,93.921272,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,0.3829705
25,38.201257,79.893438,0.306837,3.124875,97.297232,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,0.32587
26,39.770572,82.289271,0.344903,3.249875,100,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,0.5162035
27,41.447922,84.685104,0.687504,3.374875,100,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,0.592337
28,43.169389,87.083333,0.49717,3.5,100,1,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,0.4591035
29,44.992405,89.479167,0.421037,3.625,100,1,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,0.5352375
30,46.89628,91.875,0.649438,3.75,100,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,0.649438
31,48.876506,94.268437,0.649438,3.874875,100,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,0.839772
32,50.927963,96.664271,1.030106,3.999875,100,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,0.953972
33,52.999421,99.0625,0.877838,4.125,100,1,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,0.9349385
34,55.18056,101.458333,0.992039,4.25,100,1,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,0,1.182373
35,57.394608,103.854167,1.372707,4.375,100,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,1.27754
36,59.616818,106.25,1.182373,4.5,100,1,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,1.201406
37,61.92731,108.645833,1.220439,4.625,100,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,1.0872055
38,64.245726,111.041667,0.953972,4.75,100,1,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,2293.687586,0,1.1252725
39,66.607333,113.4375,1.296573,4.875,100,1,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,0,1.33464
40,69.016443,115.833333,1.372707,5,100,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,1.429807
41,71.442488,118.229167,1.486907,5.125,100,1,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,1.44884
42,73.898368,120.622604,1.410773,5.249875,100,1,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,1.3727065
43,76.411085,123.018438,1.33464,5.374875,100,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,1.486907
44,78.893318,125.416667,1.639174,5.5,100,1,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,1.6011075
45,81.440566,127.8125,1.563041,5.625,100,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,1.677241
46,84.02707,130.208333,1.791441,5.75,100,1,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,1.924675
47,86.641391,132.604167,2.057909,5.875,100,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,2.0008085
48,89.306597,135,1.943708,6,100,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,2.019842
49,92.048754,137.395833,2.095976,6.125,100,1,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,2293.68669,0,2.1721095
50,94.767991,139.791667,2.248243,6.25,100,1,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,2.210176
51,97.474676,142.1875,2.172109,6.375,100,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,2.210176
52,100.178728,144.583333,2.248243,6.5,100,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,2.3243765
53,102.972398,146.979167,2.40051,6.625,100,1,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,2.5337435
54,105.700656,149.372604,2.666977,6.749875,100,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,2.609877
55,108.56879,151.768438,2.552777,6.874875,100,1,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,2.552777
56,111.390233,154.166667,2.552777,7,100,1,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,0,2.6669775
57,114.191661,156.5625,2.781178,7.125,100,1,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,2.743111
58,116.987605,158.955938,2.705044,7.249875,100,1,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,0,2.9144115
59,119.805858,161.351771,3.123779,7.374875,100,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,3.0095785
60,122.76513,163.75,2.895378,7.5,100,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,3.2189455
61,125.878011,166.145833,3.542513,7.625,100,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,3.4092795
62,128.984813,168.541667,3.276046,7.75,100,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,3.4854135
63,132.059028,170.9375,3.694781,7.875,100,1,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,0,3.5805805
64,135.122395,173.333333,3.46638,8,100,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,3.6757475
65,138.278661,175.729167,3.885115,8.125,100,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,3.980282
66,141.456413,178.125,4.075449,8.25,100,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,4.094482
67,144.650424,180.520833,4.113515,8.375,100,1,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,4.1896485
68,147.88752,182.916667,4.265782,8.5,100,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,4.265782
69,151.013228,185.3125,4.265782,8.625,100,1,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,0,4.2848155
70,154.243413,187.705938,4.303849,8.749875,100,1,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,2293.692964,0,4.5132165
71,157.496233,190.101771,4.722584,8.874875,100,1,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,0,4.722584
72,160.838952,192.5,4.722584,9,100,1,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,2293.689827,0,4.779684
73,164.199615,194.895833,4.836784,9.125,100,1,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,0,4.9509845
74,167.646445,197.291667,5.065185,9.25,100,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,5.027118
75,171.128429,199.6875,4.989051,9.375,100,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,5.122285
76,174.740615,202.083333,5.255519,9.5,100,1,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,0,5.3887525
77,178.218,204.479167,5.521986,9.625,100,1,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,5.750387
78,181.670847,206.875,5.978788,9.75,100,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,5.9597545
79,185.244776,209.270833,5.940721,9.875,100,1,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,5.8074875
80,188.822777,211.666667,5.674254,10,100,1,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,2293.69386,0,5.8455545
81,192.415749,214.0625,6.016855,10.125,100,1,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,6.264289
82,195.99499,216.455937,6.511723,10.249875,100,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,6.321389
83,199.695059,218.851771,6.131055,10.374875,100,1,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,6.283322
84,203.441513,221.247604,6.435589,10.499875,99.93059,1,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,6.66399
85,206.933602,223.645833,6.892391,10.625,99.742278,1,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,6.9685245
86,210.619838,226.041667,7.044658,10.75,99.736942,1,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,7.139825
87,214.421085,228.435104,7.234992,10.874875,99.469791,1,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,2293.720749,0,7.2730585
88,218.081788,230.830938,7.311125,10.999875,99.016026,1,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,7.3301585
89,221.799092,233.229167,7.349192,11.125,98.630142,1,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,0,7.501459
90,225.388132,235.625,7.653726,11.25,98.113485,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,7.84406
91,228.94934,238.020833,8.034394,11.375,97.65524,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,8.0914945
92,232.43829,240.416667,8.148595,11.5,97.15931,1,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,8.167628
93,236.005489,242.8125,8.186661,11.625,96.672903,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,8.281828
94,239.644674,245.208333,8.376995,11.75,96.045345,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,8.5863625
95,243.350085,247.604167,8.79573,11.875,95.278724,1,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,8.7766965
96,246.981638,250,8.757663,12,94.374963,1,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,2293.690723,0,8.8337965
97,250.480507,252.395833,8.90993,12.125,93.474023,1,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,0,8.90993
98,254.109453,254.789271,8.90993,12.249875,92.638674,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,9.233498
99,257.729749,257.185104,9.557066,12.374875,91.610889,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,9.614166
100,261.36149,259.583333,9.671266,12.5,90.525745,1,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,0,9.766433
101,264.94253,261.979167,9.8616,12.625,89.358484,1,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,2293.695205,0,9.8045
102,268.337281,264.375,9.7474,12.75,88.17467,1,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,9.9187005
103,271.859046,266.770833,10.090001,12.875,87.116475,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,10.109034
104,275.28896,269.166667,10.128067,13,85.872243,1,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,10.2993675
105,278.807838,271.5625,10.470668,13.125,84.659861,1,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,10.470668
106,282.308793,273.958333,10.470668,13.25,83.298595,1,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,10.451635
107,285.843939,276.354167,10.432602,13.375,81.893358,1,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,2293.705064,0,10.584869
108,289.302418,278.75,10.737136,13.5,80.391948,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,10.8513365
109,292.654282,281.143438,10.965537,13.624875,78.903215,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,11.0987705
110,296.027326,283.539271,11.232004,13.749875,77.466871,1,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,11.289104
111,299.509469,285.9375,11.346204,13.875,75.958588,1,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,11.4604045
112,302.737693,288.333333,11.574605,14,74.282148,1,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,11.612672
113,305.985286,290.726771,11.650739,14.124875,72.803277,1,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,11.6317055
114,309.281685,293.122604,11.612672,14.249875,71.259892,1,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,11.707839
115,312.522395,295.520833,11.803006,14.375,69.62218,1,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,11.8791395
116,315.777245,297.916667,11.955273,14.5,67.989343,1,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,12.0885065
117,318.901313,300.3125,12.22174,14.625,66.295035,1,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,0,12.2788405
118,322.004648,302.708333,12.335941,14.75,64.68742,1,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,0,12.393041
119,324.959971,305.104167,12.450141,14.875,63.060655,1,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,0,12.5643415
120,327.92534,307.5,12.678542,15,61.546708,1,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,12.6024085
121,330.997791,309.895833,12.526275,15.125,59.991353,1,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,12.678542
122,333.839912,312.291667,12.830809,15.25,58.295322,1,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,12.735642
123,336.658561,314.685104,12.640475,15.374875,56.794946,1,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,0,12.830809
124,339.499234,317.080938,13.021143,15.499875,55.295154,1,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,0,12.983076
125,342.246924,319.479167,12.945009,15.625,53.752774,1,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,13.0211425
126,344.878887,321.875,13.097276,15.75,52.278917,1,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,13.2495435
127,347.375508,324.270833,13.401811,15.875,50.904455,1,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,13.363744
128,349.965641,326.666667,13.325677,16,49.655975,1,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,13.3827775
