Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m²],HF setpoint [kW/m²],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors,Energy dose [kJ/m²]
0,20.621895,20,0.192636,0,19.421286,1,20.673993,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.1545695
1,20.627452,22.395833,0.116503,0.125,21.850696,1,20.679782,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,0.32587
2,20.683024,24.791667,0.535237,0.25,24.405921,1,20.704788,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,0.3068365
3,20.798558,27.1875,0.078436,0.375,27.042535,1,20.742065,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,0.1165025
4,20.977277,29.583333,0.154569,0.5,29.747536,1,20.774016,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,0.192636
5,21.219616,31.979167,0.230703,0.625,32.514279,1,20.827266,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,0.135536
6,21.529699,34.375,0.040369,0.75,35.338809,1,20.875188,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,0,0.135536
7,21.883183,36.770833,0.230703,0.875,38.213352,1,20.927507,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,0.1165025
8,22.298063,39.166667,0.002302,1,41.159163,1,20.992092,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.0784355
9,22.793454,41.5625,0.154569,1.125,44.155336,1,21.045563,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,0.3068365
10,23.320736,43.958333,0.459104,1.25,47.178815,1,21.112225,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,0.363937
11,23.921883,46.354167,0.26877,1.375,50.275097,1,21.177031,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,0,0.3068365
12,24.58039,48.75,0.344903,1.5,53.399271,1,21.268448,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,0.32587
13,25.305141,51.145833,0.306837,1.625,56.564197,1,21.351527,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,0.3449035
14,26.082175,53.541667,0.38297,1.75,59.757556,1,21.438534,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,0.3639365
15,26.942918,55.9375,0.344903,1.875,62.990017,1,21.533863,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,0.2116695
16,27.894063,58.333333,0.078436,2,66.226379,1,21.628491,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,0,0.2116695
17,28.882737,60.729167,0.344903,2.125,69.455109,1,21.730976,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,0.344903
18,29.962782,63.125,0.344903,2.25,72.725529,1,21.844092,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.38297
19,31.114424,65.520833,0.421037,2.375,75.980215,1,21.954885,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,0,0.32587
20,32.393547,67.916667,0.230703,2.5,79.234415,1,22.080929,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,0,0.3449035
21,33.679592,70.3125,0.459104,2.625,82.426714,1,22.212972,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,0,0.2878035
22,35.059141,72.708333,0.116503,2.75,85.673938,1,22.326272,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,0.3449035
23,36.5266,75.104167,0.573304,2.875,88.886716,1,22.471001,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,0.478137
24,38.054982,77.5,0.38297,3,92.065602,1,22.609702,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,0.4591035
25,39.677517,79.895833,0.535237,3.125,95.233449,1,22.753701,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,2293.723886,0,0.4591035
26,41.446786,82.291667,0.38297,3.25,98.35272,1,22.90346,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,0.516204
27,43.252869,84.6875,0.649438,3.375,100,1,23.058282,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,0.6875045
28,45.17429,87.083333,0.725571,3.5,100,1,23.219551,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,0,0.4971705
29,47.153661,89.479167,0.26877,3.625,100,1,23.370401,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,0.573304
30,49.269009,91.875,0.877838,3.75,100,1,23.537861,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,0.8397715
31,51.392306,94.270833,0.801705,3.875,100,1,23.692133,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,0.8778385
32,53.633179,96.666667,0.953972,4,100,1,23.866471,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,0,0.858805
33,55.801165,99.0625,0.763638,4.125,100,1,24.014463,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,0.915905
34,58.088872,101.458333,1.068172,4.25,100,1,24.185287,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,1.0301055
35,60.425744,103.854167,0.992039,4.375,100,1,24.3487,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,0.8778385
36,62.761528,106.25,0.763638,4.5,100,1,24.507242,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,1.0872055
37,65.223618,108.645833,1.410773,4.625,100,1,24.679835,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,1.39174
38,67.722354,111.041667,1.372707,4.75,100,1,24.830486,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,1.467874
39,70.285184,113.4375,1.563041,4.875,100,1,24.989189,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,0,1.33464
40,72.807761,115.833333,1.106239,5,100,1,25.154556,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,1.353673
41,75.397945,118.229167,1.601107,5.125,100,1,25.310906,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,2293.718956,0,1.639174
42,77.962185,120.625,1.677241,5.25,100,1,25.463544,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,1.6582075
43,80.724274,123.020833,1.639174,5.375,100,1,25.616621,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,0,1.5630405
44,83.413247,125.416667,1.486907,5.5,100,1,25.766911,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,1.7533745
45,86.204437,127.8125,2.019842,5.625,100,1,25.929855,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,1.962742
46,88.87223,130.208333,1.905642,5.75,100,1,26.069963,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,2.019842
47,91.613769,132.604167,2.134042,5.875,100,1,26.231709,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,2.076942
48,94.522856,135,2.019842,6,100,1,26.376845,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,0,2.019842
49,97.341731,137.395833,2.019842,6.125,100,1,26.522653,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,2.210176
50,100.185035,139.791667,2.40051,6.25,100,1,26.674658,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,0,2.34341
51,103.005102,142.1875,2.28631,6.375,100,1,26.816741,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,0,2.495677
52,105.98142,144.583333,2.705044,6.5,100,1,26.963179,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,2.5908435
53,108.971712,146.979167,2.476643,6.625,100,1,27.114431,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,2.5337435
54,111.892597,149.375,2.590844,6.75,100,1,27.24978,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,0,2.7050445
55,114.908896,151.770833,2.819245,6.875,100,1,27.401682,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,2.8002115
56,118.036885,154.166667,2.781178,7,100,1,27.534694,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,3.0476455
57,121.197927,156.5625,3.314113,7.125,100,1,27.688165,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,0,3.180879
58,124.238123,158.958333,3.047645,7.25,100,1,27.821601,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,3.237979
59,127.380414,161.354167,3.428313,7.375,100,1,27.95594,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,0,3.428313
60,130.573261,163.75,3.428313,7.5,100,1,28.089572,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,0,3.276046
61,133.72684,166.145833,3.123779,7.625,100,1,28.222957,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,3.333146
62,137.055712,168.541667,3.542513,7.75,100,1,28.356556,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,2293.717164,0,3.542513
63,140.286758,170.9375,3.542513,7.875,100,1,28.477722,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,3.6567135
64,143.648027,173.333333,3.770914,8,100,1,28.617955,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,3.8851145
65,147.028258,175.729167,3.999315,8.125,100,1,28.748056,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,0,4.2657825
66,150.30527,178.125,4.53225,8.25,100,1,28.867799,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,4.2277155
67,153.811133,180.520833,3.923181,8.375,100,1,29.008899,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,3.961248
68,157.391628,182.916667,3.999315,8.5,100,1,29.134356,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,0,4.341916
69,160.788567,185.3125,4.684517,8.625,100,1,29.256812,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,4.5132165
70,164.218672,187.708333,4.341916,8.75,100,1,29.393496,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,4.627417
71,167.856481,190.104167,4.912918,8.875,100,1,29.523042,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,4.8938845
72,171.184289,192.5,4.874851,9,100,1,29.645223,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,0,4.9509845
73,174.611601,194.895833,5.027118,9.125,100,1,29.765094,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,0,5.0080845
74,178.200062,197.291667,4.989051,9.25,100,1,29.886788,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,5.274552
75,181.871484,199.6875,5.560053,9.375,100,1,30.014666,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,0,5.4268195
76,185.517213,202.083333,5.293586,9.5,99.882725,1,30.138627,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,0,5.502953
77,189.097765,204.479167,5.71232,9.625,99.72099,1,30.258213,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,0,5.693287
78,192.508016,206.875,5.674254,9.75,99.556805,1,30.372506,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,0,5.883621
79,196.022009,209.270833,6.092988,9.875,99.501833,1,30.503309,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,0,6.1120215
80,199.590293,211.666667,6.131055,10,99.283881,1,30.604956,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,0,6.0549215
81,203.023394,214.0625,5.978788,10.125,98.94801,1,30.711412,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,0,6.188155
82,206.602502,216.458333,6.397522,10.25,98.685941,1,30.836667,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,6.4165555
83,210.066909,218.854167,6.435589,10.375,98.216183,1,30.949292,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,6.473656
84,213.592711,221.25,6.511723,10.5,97.798575,1,31.059154,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,0,6.72109
85,217.35562,223.645833,6.930457,10.625,97.2585,1,31.172443,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,7.025624
86,221.179616,226.041667,7.120791,10.75,96.411958,1,31.277924,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,0,7.120791
87,224.962556,228.4375,7.120791,10.875,95.426682,1,31.387063,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,2293.71806,0,7.196925
88,228.481107,230.833333,7.273059,11,94.404261,1,31.492523,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,0,7.3491925
89,232.029503,233.229167,7.425326,11.125,93.57651,1,31.592471,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,0,7.5966265
90,235.522625,235.625,7.767927,11.25,92.655713,1,31.697911,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,0,7.9011605
91,239.271566,238.020833,8.034394,11.375,91.727694,1,31.784776,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,2293.696549,0,8.1485945
92,242.584512,240.416667,8.262795,11.5,90.475789,1,31.882175,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,8.110528
93,245.896774,242.8125,7.958261,11.625,89.596818,1,31.985065,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,2293.732849,0,8.2247285
94,249.230499,245.208333,8.491196,11.75,88.667599,1,32.049452,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,0,8.4340955
95,252.7587,247.604167,8.376995,11.875,87.665408,1,32.130789,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,8.567329
96,256.256868,250,8.757663,12,86.411234,1,32.230906,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,2293.731953,0,8.700563
97,259.963198,252.395833,8.643463,12.125,85.125018,1,32.310168,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,0,8.85283
98,263.849852,254.791667,9.062197,12.25,83.563616,1,32.383697,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,0,9.195431
99,267.548258,257.1875,9.328665,12.375,81.744077,1,32.460886,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,0,9.233498
100,270.781106,259.583333,9.138331,12.5,80.035191,1,32.531199,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,9.3667315
101,274.023249,261.979167,9.595132,12.625,78.73243,1,32.598759,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,0,9.633199
102,277.348308,264.375,9.671266,12.75,77.373615,1,32.670208,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,0,9.7473995
103,281.020561,266.770833,9.823533,12.875,75.882564,1,32.718753,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,2293.699686,0,9.671266
104,284.170878,269.166667,9.518999,13,73.98305,1,32.780577,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,0,9.8806335
105,287.209486,271.5625,10.242268,13.125,72.54906,1,32.852242,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,0,10.356468
106,290.978269,273.958333,10.470668,13.25,71.187965,1,32.911769,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,0,10.470668
107,294.348472,276.354167,10.470668,13.375,69.040702,1,32.975184,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,10.5277685
108,297.520077,278.75,10.584869,13.5,67.226816,1,33.022113,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,0,10.6610025
109,300.493153,281.145833,10.737136,13.625,65.562914,1,33.057824,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,10.889403
110,303.789079,283.541667,11.04167,13.75,64.059956,1,33.103376,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,0,10.9274695
111,306.94269,285.9375,10.813269,13.875,62.193112,1,33.154649,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,0,10.946503
112,309.980479,288.333333,11.079737,14,60.42253,1,33.180742,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,2293.694756,0,11.022637
113,313.190624,290.729167,10.965537,14.125,58.728889,1,33.223084,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,0,11.0036035
114,316.072424,293.125,11.04167,14.25,56.82244,1,33.252838,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,0,11.174904
115,319.025782,295.520833,11.308138,14.375,55.208217,1,33.288541,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,2293.734193,0,11.403305
116,321.812147,297.916667,11.498472,14.5,53.493451,1,33.303645,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,11.422338
117,324.454895,300.3125,11.346204,14.625,51.919343,1,33.324929,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,0,11.517505
118,326.949867,302.708333,11.688806,14.75,50.471144,1,33.359256,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,2293.727471,0,11.650739
119,329.245159,305.104167,11.612672,14.875,49.161109,1,33.359943,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,0,11.7268725
120,331.699933,307.5,11.841073,15,48.050794,1,33.3723,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,11.745906
121,334.554172,309.895833,11.650739,15.125,46.782151,1,33.380081,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,0,11.6317055
122,337.048484,312.291667,11.612672,15.25,45.099673,1,33.385344,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,11.803006
123,339.249039,314.6875,11.99334,15.375,43.761652,1,33.394727,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,0,11.955273
124,341.295484,317.083333,11.917206,15.5,42.720078,1,33.384887,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,2293.698342,0,11.9362395
125,343.392201,319.479167,11.955273,15.625,41.847744,1,33.373673,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,0,11.9743065
126,345.684589,321.875,11.99334,15.75,40.943152,1,33.377793,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,0,12.0694735
127,347.789445,324.270833,12.145607,15.875,39.854071,1,33.359027,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,0,12.1836735
128,349.812301,326.666667,12.22174,16,38.963477,1,33.36635,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,0,12.16464
129,351.638821,329.0625,12.10754,16.125,38.173327,1,33.363833,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,0,12.145607
130,353.472185,331.458333,12.183674,16.25,37.605688,1,33.336829,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,0,12.1646405
131,355.667674,333.854167,12.145607,16.375,37.062643,1,33.3366,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,0,12.1646405
