"Time","Temperature","T_Setpoint","Heat Flux","HF_Setpoint","duty cycle","control mode","TC11","TC12","TC13","TC14","TC15","TC16","TC17","TC18","TC19","TC20","hours"
29,46.775262,91.775,0.059279,3.625,100,1,21.74902,21.668283,21.760818,21.759661,21.612527,21.556075,21.55191,21.536408,21.544506,21.476713,0.00805555555555556
30,48.893672,94.25,0.0595,3.75,100,1,21.764056,21.681007,21.786957,21.785107,21.614841,21.553761,21.546589,21.538954,21.552836,21.484117,0.00833333333333333
31,51.005777,96.725,0.061708,3.875,100,1,21.772615,21.675917,21.794128,21.801993,21.624789,21.557695,21.555844,21.534095,21.543118,21.470697,0.00861111111111111
32,53.238403,99.2,0.060273,4,100,1,21.783487,21.681238,21.825819,21.83831,21.64029,21.561165,21.548903,21.544275,21.54173,21.47116,0.00888888888888889
33,55.541162,101.675,0.064137,4.125,100,1,21.797829,21.682395,21.854733,21.869999,21.653014,21.554687,21.560471,21.538491,21.545895,21.478564,0.00916666666666667
34,58.160532,104.15,0.057292,4.25,100,1,21.806619,21.675455,21.865373,21.883877,21.653708,21.539648,21.550522,21.53155,21.531318,21.468614,0.00944444444444444
35,60.659573,106.625,0.058285,4.375,100,1,21.830214,21.676843,21.908626,21.922966,21.678,21.563479,21.549134,21.531087,21.550291,21.462598,0.00972222222222222
36,63.238629,109.1,0.063806,4.5,100,1,21.839929,21.688179,21.929211,21.971768,21.687716,21.543118,21.550291,21.533401,21.546126,21.463987,0.01
37,65.886526,111.575,0.058727,4.625,100,1,21.868148,21.692805,21.967143,22.007154,21.713626,21.550059,21.550059,21.53155,21.542193,21.464912,0.0102777777777778
38,68.62489,114.05,0.058617,4.75,100,1,21.880176,21.67985,21.996053,22.049477,21.725655,21.545663,21.547052,21.538491,21.541036,21.473473,0.0105555555555556
39,71.308212,116.525,0.0595,4.875,100,1,21.90585,21.695119,22.047627,22.098274,21.749251,21.552142,21.545432,21.53155,21.542887,21.458896,0.0108333333333333
40,74.046046,119,0.05685,5,100,1,21.927824,21.690261,22.072835,22.149612,21.767295,21.541499,21.544044,21.533401,21.539648,21.462367,0.0111111111111111
41,76.91028,121.475,0.056298,5.125,100,1,21.95766,21.699514,22.131343,22.203029,21.801993,21.542424,21.544506,21.536408,21.541036,21.464681,0.0113888888888889
42,80.08258,123.95,0.058506,5.25,100,1,21.97755,21.694888,22.178055,22.256212,21.818879,21.540573,21.535483,21.535483,21.53664,21.462136,0.0116666666666667
43,83.033927,126.425,0.057512,5.375,100,1,22.021956,21.720103,22.237483,22.336676,21.855426,21.550985,21.554224,21.531781,21.541267,21.472779,0.0119444444444444
44,86.039751,128.9,0.05961,5.5,100,1,22.052484,21.711081,22.294133,22.396327,21.893823,21.547283,21.543581,21.532244,21.542193,21.470003,0.0122222222222222
45,89.246046,131.375,0.059721,5.625,100,1,22.108912,21.732595,22.370201,22.475162,21.926204,21.556075,21.559083,21.53155,21.545895,21.475093,0.0125
46,92.488297,133.85,0.063696,5.75,100,1,22.149381,21.743005,22.427076,22.563932,21.983333,21.552142,21.549134,21.534789,21.541267,21.471854,0.0127777777777778
47,95.617055,136.325,0.057181,5.875,100,1,22.194011,21.739073,22.511457,22.63744,22.014555,21.552836,21.559545,21.540573,21.546126,21.473936,0.0130555555555556
48,98.679191,138.8,0.058837,6,100,1,22.233783,21.760124,22.580807,22.735442,22.04994,21.54682,21.553067,21.538259,21.537334,21.466532,0.0133333333333333
49,101.696685,141.275,0.061487,6.125,100,1,22.283034,21.758967,22.6698,22.829508,22.09573,21.544506,21.54335,21.52831,21.541499,21.461904,0.0136111111111111
50,104.836035,143.75,0.063365,6.25,100,1,22.348005,21.786957,22.748386,22.921485,22.147993,21.547052,21.550753,21.519981,21.535483,21.460516,0.0138888888888889
51,108.197845,146.225,0.057512,6.375,100,1,22.399101,21.790196,22.839214,23.037717,22.208579,21.550985,21.55862,21.532012,21.549134,21.471622,0.0141666666666667
52,111.411304,148.7,0.061267,6.5,100,1,22.467071,21.798061,22.936044,23.148623,22.256675,21.544738,21.547052,21.522757,21.540573,21.463292,0.0144444444444444
53,114.682118,151.175,0.057844,6.625,100,1,22.535268,21.817723,23.033558,23.268989,22.324422,21.541961,21.546357,21.526228,21.540805,21.455657,0.0147222222222222
54,117.845398,153.65,0.056298,6.75,100,1,22.600456,21.836922,23.145388,23.389574,22.390547,21.538722,21.548671,21.527848,21.537103,21.46121,0.015
55,121.228003,156.125,0.06204,6.875,100,1,22.684362,21.852188,23.259518,23.511069,22.460829,21.549365,21.545895,21.526228,21.536408,21.466763,0.0152777777777778
56,124.632367,158.6,0.059279,7,100,1,22.754626,21.871387,23.373866,23.648948,22.526021,21.540805,21.541961,21.525303,21.532475,21.465838,0.0155555555555556
57,128.077997,161.075,0.058948,7.125,100,1,22.842681,21.883646,23.490744,23.778728,22.595139,21.539185,21.543118,21.512345,21.534095,21.457971,0.0158333333333333
58,131.160958,163.55,0.055525,7.25,100,1,22.933733,21.912095,23.632782,23.942201,22.685749,21.534326,21.538259,21.522063,21.538491,21.460053,0.0161111111111111
59,134.69161,166.025,0.063585,7.375,100,1,23.027781,21.941701,23.771108,24.110728,22.77404,21.534789,21.542424,21.530161,21.535483,21.466069,0.0163888888888889
60,137.967676,168.5,0.06226,7.5,100,1,23.113735,21.964136,23.906183,24.262842,22.846147,21.527385,21.549597,21.516279,21.538259,21.446401,0.0166666666666667
61,141.392823,170.975,0.062702,7.625,100,1,23.222554,21.987958,24.051862,24.439628,22.952451,21.534557,21.542887,21.516973,21.535714,21.445476,0.0169444444444444
62,145.074131,173.45,0.057512,7.75,100,1,23.334365,22.027507,24.21691,24.621923,23.059206,21.536871,21.54335,21.517899,21.539879,21.457508,0.0172222222222222
63,148.504844,175.925,0.05961,7.875,100,1,23.448014,22.060116,24.372009,24.812953,23.151395,21.526691,21.53502,21.51142,21.531318,21.454037,0.0175
64,151.855172,178.4,0.056077,8,100,1,23.555876,22.086248,24.540932,24.999337,23.260904,21.529699,21.527616,21.515353,21.532012,21.448484,0.0177777777777778
65,155.43752,180.875,0.055856,8.125,100,1,23.690978,22.132962,24.727593,25.204139,23.383106,21.532475,21.544275,21.519981,21.533632,21.459359,0.0180555555555556
66,158.907246,183.35,0.060935,8.25,100,1,23.806668,22.153774,24.893232,25.405212,23.475269,21.515585,21.529005,21.508875,21.524377,21.435526,0.0183333333333333
67,162.11576,185.825,0.06215,8.375,100,1,23.943124,22.208347,25.091364,25.634371,23.618926,21.521369,21.540573,21.509338,21.529005,21.443624,0.0186111111111111
68,165.405509,188.3,0.056519,8.5,100,1,24.088105,22.23887,25.297993,25.860486,23.743398,21.525997,21.539648,21.510726,21.540805,21.44617,0.0188888888888889
69,169.5022,190.775,0.063585,8.625,100,1,24.224296,22.279335,25.496282,26.084249,23.870396,21.50633,21.529236,21.494992,21.528079,21.432518,0.0191666666666667
70,173.353712,193.25,0.058617,8.75,99.742678,1,24.388164,22.335058,25.720351,26.331003,24.016541,21.520906,21.532707,21.506561,21.532938,21.44293,0.0194444444444444
71,177.074877,195.725,0.059831,8.875,99.647252,1,24.538855,22.390084,25.929164,26.583227,24.152048,21.51304,21.532012,21.501008,21.525997,21.439228,0.0197222222222222
72,181.083628,198.2,0.057402,9,99.609321,1,24.704984,22.438866,26.169502,26.849207,24.306695,21.506098,21.528079,21.505173,21.524608,21.444319,0.02
73,184.645837,200.675,0.06226,9.125,99.206583,1,24.874085,22.497587,26.406331,27.118805,24.468705,21.510263,21.525765,21.50471,21.527385,21.443162,0.0202777777777778
74,188.69274,203.15,0.056187,9.25,99.177584,1,25.055846,22.554917,26.638501,27.384652,24.617539,21.498231,21.529005,21.479721,21.529467,21.439691,0.0205555555555556
75,192.535975,205.625,0.06215,9.375,98.590026,1,25.26202,22.63143,26.907922,27.684254,24.80511,21.511883,21.529236,21.502859,21.533863,21.448946,0.0208333333333333
76,196.029463,208.1,0.057181,9.5,98.124465,1,25.422965,22.676503,27.150572,27.967901,24.964969,21.49291,21.524377,21.483886,21.522063,21.432518,0.0211111111111111
77,199.74232,210.575,0.056629,9.625,97.942355,1,25.628839,22.75555,27.439424,28.286884,25.139335,21.505636,21.530393,21.492447,21.522757,21.441773,0.0213888888888889
78,203.352168,213.05,0.053979,9.75,97.478198,1,25.831677,22.822343,27.719685,28.584393,25.326355,21.497074,21.527616,21.493141,21.516973,21.437145,0.0216666666666667
79,207.554118,215.525,0.057292,9.875,97.051142,1,26.054985,22.899993,28.009763,28.928469,25.521873,21.510032,21.530856,21.500314,21.538028,21.447095,0.0219444444444444
80,211.145051,218,0.055525,10,95.95249,1,26.257282,22.979487,28.301371,29.247393,25.713436,21.498694,21.521369,21.494298,21.524146,21.433443,0.0222222222222222
81,215.069678,220.475,0.05696,10.125,95.385885,1,26.488333,23.048808,28.606001,29.587349,25.913032,21.489439,21.519055,21.479721,21.512577,21.430435,0.0225
82,219.04814,222.95,0.061377,10.25,94.414321,1,26.711274,23.147468,28.917209,29.95291,26.131715,21.490364,21.525997,21.494992,21.529005,21.434137,0.0227777777777778
83,222.79624,225.425,0.060383,10.375,93.306892,1,26.961567,23.235953,29.228554,30.303197,26.34805,21.491753,21.52484,21.490133,21.525534,21.431129,0.0230555555555556
84,226.604373,227.9,0.058175,10.5,92.352698,1,27.199602,23.328821,29.5591,30.680211,26.569408,21.485043,21.520444,21.482035,21.527616,21.433212,0.0233333333333333
85,230.728667,230.375,0.057733,10.625,91.266076,1,27.445868,23.419141,29.901253,31.044934,26.801313,21.476944,21.515122,21.477638,21.509106,21.417246,0.0236111111111111
86,234.461891,232.85,0.057733,10.75,89.780448,1,27.727738,23.531394,30.270377,31.456531,27.052736,21.488976,21.524377,21.488513,21.530393,21.431823,0.0238888888888889
87,237.709967,235.325,0.05696,10.875,88.605125,1,27.972271,23.630704,30.607251,31.845508,27.293282,21.483423,21.522757,21.484349,21.508181,21.421179,0.0241666666666667
88,241.655066,237.8,0.057733,11,87.858524,1,28.26113,23.730004,30.972,32.255418,27.534003,21.472779,21.516742,21.472548,21.507949,21.417477,0.0244444444444444
89,245.902739,240.275,0.063917,11.125,86.352592,1,28.536806,23.855619,31.352901,32.683947,27.804807,21.473011,21.52322,21.473936,21.518361,21.41632,0.0247222222222222
90,249.771305,242.75,0.059169,11.25,84.454008,1,28.8262,23.970136,31.736875,33.104978,28.067493,21.466532,21.522989,21.47116,21.513271,21.418865,0.025
91,253.619504,245.225,0.060604,11.375,82.846579,1,29.129761,24.083719,32.13308,33.546207,28.325974,21.473011,21.521832,21.481341,21.51975,21.416783,0.0252777777777778
92,256.884629,247.7,0.062812,11.5,81.182663,1,29.438058,24.220141,32.538757,33.98771,28.610829,21.477407,21.514659,21.468846,21.517667,21.411461,0.0255555555555556
93,260.359246,250.175,0.059279,11.625,80.041728,1,29.757057,24.343161,32.947025,34.451663,28.899283,21.479027,21.519287,21.470928,21.51813,21.416089,0.0258333333333333
94,264.201312,252.65,0.057402,11.75,78.641588,1,30.078485,24.46432,33.37825,34.914502,29.200525,21.487356,21.517436,21.478795,21.511883,21.422568,0.0261111111111111
95,267.833491,255.125,0.060383,11.875,76.808256,1,30.400274,24.619384,33.805412,35.383994,29.492035,21.483886,21.517667,21.478564,21.525534,21.420716,0.0263888888888889
96,271.351226,257.6,0.0595,12,75.114694,1,30.745136,24.767736,34.242463,35.879994,29.798848,21.48458,21.523452,21.485505,21.532475,21.420716,0.0266666666666667
97,275.190174,260.075,0.060715,12.125,73.474467,1,31.078418,24.89969,34.690307,36.370519,30.100293,21.478333,21.515816,21.47463,21.530393,21.417477,0.0269444444444444
98,278.373393,262.55,0.059279,12.25,71.446174,1,31.442546,25.070146,35.14756,36.867894,30.422993,21.474168,21.514428,21.476713,21.531781,21.424419,0.0272222222222222
99,281.055827,265.025,0.060494,12.375,70.01605,1,31.792568,25.220742,35.606217,37.37006,30.756607,21.47787,21.522757,21.478333,21.522989,21.413543,0.0275
100,284.342701,267.5,0.056408,12.5,69.061277,1,32.163093,25.37224,36.070615,37.883393,31.072455,21.481341,21.517436,21.473011,21.522295,21.404519,0.0277777777777778
101,287.056789,269.975,0.05431,12.625,67.47375,1,32.539902,25.534783,36.553068,38.416077,31.417327,21.475093,21.523914,21.460979,21.523452,21.410072,0.0280555555555556
102,290.569197,272.45,0.052654,12.75,66.429814,1,32.9223,25.728188,37.050361,38.960119,31.759794,21.478333,21.523683,21.48458,21.534095,21.418403,0.0283333333333333
103,294.060923,274.925,0.055415,12.875,64.552101,1,33.3128,25.905427,37.526456,39.493659,32.118646,21.480646,21.528542,21.486662,21.536408,21.419791,0.0286111111111111
104,297.518504,277.4,0.058065,13,62.63801,1,33.707045,26.090701,38.034019,40.036046,32.471651,21.477176,21.540342,21.479952,21.531781,21.41632,0.0288888888888889
105,299.839867,279.875,0.058837,13.125,60.702529,1,34.101373,26.275022,38.539301,40.591136,32.841481,21.481572,21.536871,21.483654,21.535714,21.421642,0.0291666666666667
106,302.966126,282.35,0.059279,13.25,59.880239,1,34.518644,26.469906,39.053234,41.162321,33.194475,21.483654,21.54011,21.482497,21.544275,21.427196,0.0294444444444444
107,306.04111,284.825,0.060715,13.375,58.23923,1,34.919757,26.658537,39.568298,41.714148,33.571146,21.481803,21.532475,21.481109,21.54011,21.420485,0.0297222222222222
108,308.58209,287.3,0.055194,13.5,56.614739,1,35.332599,26.856576,40.103372,42.284788,33.96278,21.49129,21.545895,21.49129,21.546126,21.425807,0.03
109,311.121345,289.775,0.059169,13.625,55.505753,1,35.768802,27.063556,40.627056,42.865593,34.354956,21.494067,21.550985,21.495455,21.552836,21.430666,0.0302777777777778
110,313.956736,292.25,0.057844,13.75,54.394876,1,36.193873,27.273027,41.151186,43.436821,34.720019,21.497306,21.532244,21.499851,21.544044,21.427427,0.0305555555555556
111,317.140265,294.725,0.059279,13.875,52.976065,1,36.620148,27.484759,41.701429,44.030226,35.130653,21.493604,21.548671,21.497769,21.552373,21.43298,0.0308333333333333
112,319.72002,297.2,0.056298,14,51.179425,1,37.061992,27.707492,42.245059,44.61587,35.541816,21.503553,21.557926,21.504941,21.562785,21.434137,0.0311111111111111
113,322.265919,299.675,0.062923,14.125,49.963968,1,37.510042,27.925347,42.78776,45.21551,35.938896,21.500314,21.552836,21.496843,21.555149,21.433212,0.0313888888888889
114,324.367623,302.15,0.053979,14.25,48.777487,1,37.957683,28.149367,43.334301,45.796306,36.347926,21.492447,21.55353,21.496612,21.562322,21.42789,0.0316666666666667
115,327.050033,304.625,0.057844,14.375,48.043602,1,38.413571,28.387826,43.892614,46.385894,36.757031,21.49638,21.555844,21.501239,21.561396,21.429047,0.0319444444444444
116,329.86102,307.1,0.060383,14.5,46.733617,1,38.881569,28.639103,44.467898,47.013894,37.183998,21.508875,21.565098,21.503553,21.570651,21.441311,0.0322222222222222
117,332.353847,309.575,0.057512,14.625,45.279962,1,39.3364,28.868488,45.012566,47.608143,37.606241,21.500082,21.557,21.491984,21.565561,21.42627,0.0325
118,334.583132,312.05,0.061487,14.75,44.134639,1,39.812434,29.119881,45.59685,48.21411,38.037209,21.50471,21.564636,21.515353,21.574584,21.441542,0.0327777777777778
119,336.617808,314.525,0.061487,14.875,43.259188,1,40.29077,29.363863,46.159823,48.824556,38.463227,21.504941,21.568569,21.508181,21.570651,21.440154,0.0330555555555556
120,339.20541,317,0.061046,15,42.597403,1,40.758452,29.625703,46.738389,49.434289,38.902517,21.508643,21.566949,21.510726,21.57551,21.43622,0.0333333333333333
121,341.749416,319.475,0.055635,15.125,41.391794,1,41.238897,29.884722,47.302911,50.048956,39.330483,21.508181,21.571345,21.517899,21.568337,21.438302,0.0336111111111111
122,343.324353,321.95,0.054642,15.25,40.224737,1,41.737997,30.145743,47.887088,50.659533,39.788091,21.508875,21.57389,21.519287,21.585227,21.453806,0.0338888888888889
123,344.770578,324.425,0.05674,15.375,40.049834,1,42.220312,30.413125,48.459721,51.280912,40.237783,21.511651,21.575972,21.517899,21.586384,21.449872,0.0341666666666667
124,346.66851,326.9,0.066015,15.5,40.057223,1,42.707199,30.677687,49.037315,51.884235,40.689346,21.510494,21.570882,21.525997,21.592399,21.448484,0.0344444444444444
125,348.286936,329.375,0.053206,15.625,39.657511,1,43.205005,30.954109,49.625963,52.508509,41.133234,21.5098,21.574122,21.523683,21.590317,21.438302,0.0347222222222222
126,350.368086,331.85,0.061377,15.75,39.577127,1,43.691723,31.232981,50.198577,53.122633,41.594218,21.511883,21.575741,21.519055,21.586615,21.448252,0.035
127,352.567671,334.325,0.056519,15.875,39.068754,1,44.203636,31.528515,50.801875,53.750715,42.064103,21.521601,21.587541,21.538491,21.594713,21.451954,0.0352777777777778
128,354.371917,336.8,0.056408,16,38.460537,1,44.699479,31.808611,51.368179,54.363712,42.515419,21.515122,21.583607,21.528542,21.587772,21.450335,0.0355555555555556
129,356.019385,339.275,0.054862,16.125,38.273941,1,45.209395,32.097568,51.963579,54.988421,42.980405,21.525303,21.593093,21.540805,21.607669,21.459128,0.0358333333333333
130,357.764803,341.75,0.058175,16.25,38.285743,1,45.718429,32.393318,52.551095,55.612464,43.448615,21.525303,21.593325,21.536871,21.603736,21.457276,0.0361111111111111
131,359.369086,344.225,0.057071,16.375,38.242848,1,46.227037,32.686924,53.133219,56.223482,43.904857,21.523683,21.589392,21.539648,21.600034,21.459359,0.0363888888888889
132,361.19621,346.7,0.058506,16.5,38.38554,1,46.736805,32.979763,53.727974,56.839027,44.375889,21.520675,21.585921,21.54335,21.605124,21.456814,0.0366666666666667
133,362.34075,349.175,0.053537,16.625,38.347574,1,47.257459,33.286939,54.317345,57.47146,44.840853,21.538491,21.599571,21.538491,21.617155,21.475787,0.0369444444444444
134,363.402374,351.65,0.05409,16.75,39.047146,1,47.766384,33.588764,54.907194,58.076966,45.305873,21.534095,21.586615,21.54682,21.6079,21.465838,0.0372222222222222
135,365.074117,354.125,0.057733,16.875,39.905853,1,48.282126,33.896222,55.493925,58.697796,45.784308,21.537797,21.602579,21.556769,21.611833,21.470697,0.0375
136,367.263105,356.6,0.057071,17,40.216012,1,48.804453,34.213652,56.081146,59.291285,46.247631,21.542887,21.591936,21.556306,21.61808,21.474862,0.0377777777777778
137,368.355679,359.075,0.055856,17.125,40.039185,1,49.322975,34.521616,56.666389,59.915371,46.717124,21.541961,21.598415,21.554687,21.617155,21.482729,0.0380555555555556
138,369.745256,361.55,0.057402,17.25,41.005116,1,49.834766,34.844346,57.247637,60.512142,47.185774,21.532475,21.600265,21.556075,21.625946,21.476713,0.0383333333333333
139,370.813955,364.025,0.059831,17.375,41.742597,1,50.357434,35.160354,57.832987,61.13255,47.661043,21.543812,21.600728,21.555844,21.623633,21.474399,0.0386111111111111
140,372.450694,366.5,0.055194,17.5,42.87017,1,50.882852,35.490657,58.422442,61.734867,48.139762,21.547283,21.605818,21.56371,21.617617,21.478795,0.0388888888888889
141,374.016175,368.975,0.055194,17.625,43.492052,1,51.397266,35.813782,59.014882,62.345122,48.622835,21.544506,21.599571,21.564404,21.627103,21.484117,0.0391666666666667
142,375.430291,371.45,0.055635,17.75,44.233741,1,51.922781,36.131789,59.591451,62.944261,49.094677,21.547746,21.6079,21.573427,21.626409,21.485505,0.0394444444444444
143,376.788988,373.925,0.061267,17.875,45.181529,1,52.455557,36.478227,60.187628,63.55404,49.589165,21.557926,21.613684,21.583376,21.642835,21.494529,0.0397222222222222
144,377.987168,376.4,0.056408,18,46.245212,1,52.976219,36.804024,60.767504,64.158321,50.052341,21.552604,21.611833,21.586847,21.643992,21.488976,0.04
145,379.245322,378.875,0.061708,18.125,47.53589,1,53.486809,37.135198,61.348144,64.765405,50.537031,21.552373,21.609288,21.583145,21.638208,21.492447,0.0402777777777778
146,380.414295,381.35,0.060162,18.25,48.835861,1,54.010303,37.48337,61.93202,65.371713,51.020437,21.554224,21.61808,21.586152,21.645842,21.497537,0.0405555555555556
147,382.097354,383.825,0.054973,18.375,50.295094,1,54.539715,37.814795,62.520258,65.981058,51.4958,21.556538,21.617155,21.594944,21.655096,21.49962,0.0408333333333333
148,383.511069,386.3,0.057402,18.5,51.298516,1,55.054344,38.16412,63.10008,66.57844,51.992656,21.556075,21.618311,21.589623,21.647462,21.508412,0.0411111111111111
149,384.825642,388.775,0.062481,18.625,52.622762,1,55.570178,38.512198,63.677326,67.189623,52.468175,21.560471,21.621319,21.608132,21.665507,21.502165,0.0413888888888889
150,386.400341,391.25,0.0542,18.75,54.107863,1,56.096887,38.848782,64.265448,67.787066,52.958423,21.563247,21.622476,21.598415,21.649081,21.506098,0.0416666666666667
151,387.435188,393.725,0.059169,18.875,55.390082,1,56.617831,39.19824,64.837782,68.385109,53.442896,21.554455,21.620394,21.605818,21.649313,21.506098,0.0419444444444444
152,388.857437,396.2,0.057844,19,57.277164,1,57.14538,39.559651,65.434892,69.003235,53.947942,21.579212,21.629879,21.612296,21.66435,21.525534,0.0422222222222222
153,390.293941,398.675,0.054862,19.125,58.846093,1,57.669645,39.911165,66.014883,69.604955,54.438662,21.574584,21.63173,21.623633,21.67291,21.51304,0.0425
154,391.817789,401.15,0.056298,19.25,60.458856,1,58.196923,40.256659,66.591879,70.199235,54.917544,21.559545,21.62155,21.61646,21.667589,21.522526,0.0427777777777778
155,392.556716,403.625,0.063254,19.375,62.039543,1,58.715313,40.601821,67.180441,70.80242,55.410922,21.563247,21.630573,21.623633,21.668052,21.524377,0.0430555555555556
156,393.488529,406.1,0.059058,19.5,64.479796,1,59.231337,40.959154,67.765122,71.403548,55.893822,21.554455,21.628954,21.617617,21.665738,21.521601,0.0433333333333333
157,394.557508,408.575,0.056077,19.625,66.818255,1,59.766997,41.325238,68.35578,72.022094,56.411224,21.571114,21.639596,21.6352,21.682858,21.525997,0.0436111111111111
158,396.944036,411.05,0.060825,19.75,69.101469,1,60.289745,41.690299,68.944358,72.63904,56.927589,21.5806,21.635663,21.644686,21.685171,21.525071,0.0438888888888889
159,398.670272,413.525,0.058506,19.875,70.108648,1,60.817092,42.042078,69.5284,73.250366,57.419102,21.571577,21.641215,21.644917,21.690029,21.544506,0.0441666666666667
160,399.722008,416,0.055304,20,71.799375,1,61.342087,42.405103,70.139698,73.843101,57.912519,21.562322,21.640984,21.648387,21.688179,21.538722,0.0444444444444444
161,400.739376,418.475,0.057512,20.125,74.224938,1,61.887163,42.769606,70.735949,74.473412,58.430304,21.584302,21.645148,21.661343,21.703678,21.548671,0.0447222222222222
162,402.776675,420.95,0.064027,20.25,76.764892,1,62.419125,43.134453,71.325892,75.084249,58.939881,21.578749,21.642603,21.66597,21.69697,21.553993,0.045
