Time [sec],Temperature [C],T Setpoint [C],heat flux [kW/m≤],HF setpoint [kW/m≤],duty cycle [-],"control mode [1=T, 0=HF]",TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,errors
0,21.535714,0,0.052875,0,0,1,21.304087,21.369808,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,2293.697893,
1.001,21.52484,0,0.051219,0,0,1,21.300153,21.377213,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,
2.001,21.527616,0,0.052047,0,0,1,21.302699,21.39156,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
3.001,21.531087,0,0.053814,0,0,1,21.308716,21.392949,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
4.001,21.532012,0,0.051219,0,0,1,21.292053,21.389246,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,
5.001,21.525534,0,0.046029,0,0,1,21.298533,21.397808,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
6.001,21.539185,0,0.047354,0,0,1,21.288813,21.39642,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
7.001,21.529699,0,0.04349,0,0,1,21.311955,21.40313,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,2293.714475,
8.001,21.536408,742,0.05017,45,100,1,21.309178,21.410072,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
9.001,21.532012,742,0.051716,45,100,1,21.305476,21.464912,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,2293.722541,
10,21.678925,742,0.060935,45,100,1,21.30617,21.545895,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,
11.001,22.052946,742,0.085282,45,100,1,21.301542,21.690723,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
12.001,22.658012,742,0.110181,45,100,1,21.296219,21.875319,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,
13.001,23.465337,742,0.140049,45,100,1,21.301542,22.078617,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
14.001,24.436397,742,0.165334,45,100,1,21.287888,22.326503,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
15.001,25.557376,742,0.198735,45,100,1,21.292748,22.566938,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
16.001,26.806609,742,0.240969,45,100,1,21.292748,22.848921,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
17.001,28.185013,742,0.265758,45,100,1,21.288582,23.121359,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,2293.702375,
18.001,29.663136,742,0.309151,45,100,1,21.286962,23.405974,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
19.001,31.227478,742,0.348681,45,100,1,21.281176,23.696289,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
20.001,32.932603,742,0.388265,45,100,1,21.286268,23.994839,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,2293.713579,
21.001,34.735333,742,0.43602,45,100,1,21.294136,24.284999,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,2293.724782,
22.001,36.594822,742,0.478641,45,100,1,21.289276,24.573237,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,2293.721197,
23,38.532013,742,0.521648,45,100,1,21.289739,24.865089,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
24,40.53407,742,0.571667,45,100,1,21.276779,25.128957,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
25.001,42.584191,742,0.622016,45,100,1,21.285111,25.425502,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,
26.001,44.68815,742,0.670103,45,100,1,21.274002,25.679091,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,2293.707753,
27.001,46.901935,742,0.728513,45,100,1,21.294599,25.962579,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,
28,49.111389,742,0.782451,45,100,1,21.281176,26.213739,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
29.001,51.414854,742,0.836611,45,100,1,21.284416,26.472901,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,
30.001,53.734053,742,0.901646,45,100,1,21.283722,26.722328,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,
31.001,56.086093,742,0.956357,45,100,1,21.274928,26.961337,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
32.001,58.547771,742,1.020399,45,100,1,21.285574,27.198221,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
33.001,61.032936,742,1.09228,45,100,1,21.279094,27.427227,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
34.001,63.594388,742,1.156598,45,100,1,21.277937,27.655264,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
35.001,66.078724,742,1.23019,45,100,1,21.281871,27.866689,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
36.001,68.684665,742,1.299476,45,100,1,21.270531,28.084742,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,2293.69879,
37.001,71.336634,742,1.37594,45,100,1,21.284648,28.310798,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
38.001,74.075805,742,1.449587,45,100,1,21.284416,28.509219,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
39,76.837112,742,1.538859,45,100,1,21.283259,28.721163,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
40.001,79.561784,742,1.616261,45,100,1,21.280251,28.913072,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
41.001,82.319694,742,1.697748,45,100,1,21.289508,29.11138,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,2293.722093,
42.001,85.174981,742,1.784646,45,100,1,21.294599,29.289434,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
43.001,88.016894,742,1.881978,45,100,1,21.295987,29.484915,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,2293.709993,
44.001,90.981161,742,1.961368,45,100,1,21.297376,29.661528,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
45.001,93.911131,742,2.065987,45,100,1,21.301079,29.834438,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
46.001,96.90988,742,2.160504,45,100,1,21.305244,30.006172,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
47.001,99.933237,742,2.244696,45,100,1,21.300153,30.187289,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
48.001,103.070962,742,2.351193,45,100,1,21.304087,30.364703,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,2293.697445,
49,106.152429,742,2.454377,45,100,1,21.320055,30.53658,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,
50,109.231702,742,2.559604,45,100,1,21.315658,30.698106,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
51.001,112.360874,742,2.649869,45,100,1,21.332783,30.864653,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,2293.728367,
52.001,115.506061,742,2.765144,45,100,1,21.327692,31.022229,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,
53.001,118.795995,742,2.880308,45,100,1,21.318666,31.17015,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
54.001,122.083363,742,3.000497,45,100,1,21.330931,31.333183,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
55,125.398055,742,3.125322,45,100,1,21.348287,31.492065,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,2293.725678,
56.001,128.879074,742,3.231212,45,100,1,21.342502,31.642212,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
57.001,132.377747,742,3.346431,45,100,1,21.356387,31.795089,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,2293.726575,
58.001,135.905226,742,3.47882,45,100,1,21.366569,31.955276,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,2293.733745,
59.001,139.379927,742,3.610878,45,100,1,21.358701,32.092069,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
60.001,142.843453,742,3.735152,45,100,1,21.365412,32.233197,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,2293.71313,
61.001,146.362605,742,3.854899,45,100,1,21.372817,32.370412,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,2293.703719,
62.001,149.893546,742,3.989386,45,100,1,21.375825,32.491119,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
63.001,153.455353,742,4.104385,45,100,1,21.386701,32.629217,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
64.001,157.065775,742,4.263219,45,100,1,21.372122,32.74875,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,2293.696997,
65.001,160.916271,742,4.392075,45,100,1,21.398965,32.888188,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,
66.001,164.607737,742,4.536058,45,100,1,21.402899,33.020969,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
67,168.386615,742,4.716202,45,100,1,21.401742,33.13794,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,
68.001,172.301614,742,4.83755,45,100,1,21.412618,33.26657,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,
69.001,176.028782,742,4.963369,45,100,1,21.414237,33.405482,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
70.001,179.789956,742,5.135288,45,100,1,21.427658,33.536597,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,2293.701479,
71.001,183.672864,742,5.267622,45,100,1,21.443393,33.667924,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,
72.001,187.683887,742,5.449367,45,100,1,21.451492,33.77636,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
73.001,191.505631,742,5.574138,45,100,1,21.454963,33.874034,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
74.001,195.024585,742,5.749313,45,100,1,21.457508,33.981077,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,2293.694308,
75.001,198.943735,742,5.931224,45,100,1,21.470697,34.092683,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,2293.706408,
76.001,202.662022,742,6.06262,45,100,1,21.474862,34.20542,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,2293.70596,
77.001,206.501121,742,6.230839,45,100,1,21.487819,34.313801,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
78.001,210.504844,742,6.410211,45,100,1,21.502165,34.431774,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,2293.721645,
79,214.377686,742,6.559162,45,100,1,21.496612,34.52253,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
80,218.069965,742,6.788221,45,100,1,21.523452,34.647108,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,2293.723438,
81.001,222.243879,742,6.94308,45,100,1,21.531318,34.754759,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
82.001,225.687153,742,7.093578,45,100,1,21.532938,34.864685,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
83.001,229.641723,742,7.280237,45,100,1,21.548671,34.980997,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
84,233.434149,742,7.446082,45,100,1,21.556306,35.079247,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,2293.706856,
85.001,237.212469,742,7.628325,45,100,1,21.572733,35.190053,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
86.001,240.986194,742,7.913751,45,100,1,21.566718,35.27869,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
87.001,244.846296,742,8.012795,45,100,1,21.581988,35.383308,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,
88.001,248.747539,742,8.180848,45,100,1,21.591705,35.4733,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
89.001,252.853395,742,8.39086,45,100,1,21.596564,35.587034,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
90.001,256.612673,742,8.566533,45,100,1,21.611602,35.668331,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
91.001,260.511536,742,8.76451,45,100,1,21.625021,35.761952,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,2293.70103,
92.001,264.276651,742,9.029895,45,100,1,21.645611,35.860359,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
93.001,268.194813,742,9.155715,45,100,1,21.64376,35.95716,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
94.001,272.217497,742,9.372518,45,100,1,21.666201,36.044592,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,
95,275.812506,742,9.613005,45,100,1,21.674761,36.13955,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
96.001,279.690078,742,9.767753,45,100,1,21.690955,36.24089,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,2293.719853,
97.001,283.812069,742,9.924324,45,100,1,21.699052,36.326018,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
98.001,287.656701,742,10.154431,45,100,1,21.713395,36.423233,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,2293.72299,
99.001,291.485025,742,10.378798,45,100,1,21.719872,36.495797,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,2293.701927,
100.001,295.28788,742,10.598195,45,100,1,21.727969,36.596876,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,2293.717612,
101.001,298.860479,742,10.784136,45,100,1,21.731207,36.66304,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,2293.691171,
102.001,302.397483,742,11.026942,45,100,1,21.758504,36.773228,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
103.001,306.219561,742,11.202118,45,100,1,21.773078,36.864017,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
104.001,310.188077,742,11.431232,45,100,1,21.77516,36.963009,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
105.001,314.040185,742,11.820284,45,100,1,21.798292,37.031203,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,2293.708201,
106,317.786519,742,11.851201,45,100,1,21.802687,37.12083,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,2293.699238,
107,321.34024,742,12.159594,45,100,1,21.82258,37.217747,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,2293.714923,
108.001,325.155024,742,12.298221,45,100,1,21.826513,37.321268,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,2293.712682,
109.001,329.113816,742,12.500946,45,100,1,21.852188,37.426374,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
110.001,332.922115,742,12.752309,45,100,1,21.861672,37.516425,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,2293.705512,
111,336.900178,742,12.988821,45,100,1,21.876938,37.597123,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,2293.704167,
112.001,340.571572,742,13.247968,45,100,1,21.881795,37.673484,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,2293.700134,
113.001,344.368906,742,13.416188,45,100,1,21.905157,37.777418,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,2293.71089,
114.001,348.182684,742,13.698302,45,100,1,21.917184,37.853083,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
115.001,351.953858,742,13.958167,45,100,1,21.93615,37.954037,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,2293.729712,
116.001,355.752273,742,14.097733,45,100,1,21.937075,38.031285,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,2293.703271,
117.001,359.390169,742,14.407672,45,100,1,21.972694,38.126983,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
118.001,363.235355,742,14.589362,45,100,1,21.985645,38.204219,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,2293.718508,
119.001,366.977797,742,14.807269,45,100,1,22.005998,38.291701,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,2293.720301,
120.001,370.953097,742,15.082592,45,100,1,22.006923,38.355713,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,2293.707304,
121.001,374.364749,742,15.300499,45,100,1,22.027969,38.445233,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
122.001,378.246121,742,15.541814,45,100,1,22.032826,38.527002,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,2293.710442,
123,381.985429,742,15.762978,45,100,1,22.056415,38.598744,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,
124,385.675714,742,16.054754,45,100,1,22.068672,38.684601,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
125.001,389.298896,742,16.306614,45,100,1,22.082086,38.736978,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,2293.696101,
126.001,393.023744,742,16.522091,45,100,1,22.097118,38.829883,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
127.001,397.100265,742,16.763296,45,100,1,22.122787,38.913445,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,2293.716267,
128.001,400.662192,742,17.04552,45,100,1,22.130187,38.97765,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,2293.709097,
129.001,404.064619,742,17.27745,45,100,1,22.150075,39.056421,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,2293.712234,
130.001,407.666197,742,17.537425,45,100,1,22.168343,39.132455,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
131.001,411.343078,742,17.81308,45,100,1,22.179905,39.206435,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
132.001,414.860848,742,18.044016,45,100,1,22.194011,39.291563,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,2293.704616,
133.001,418.591196,742,18.270866,45,100,1,22.211816,39.368036,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
134,422.5081,742,18.556238,45,100,1,22.233089,39.43358,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,2293.702823,
135.001,425.912295,742,18.826371,45,100,1,22.249044,39.52529,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,2293.715819,
136.001,429.546646,742,19.101419,45,100,1,22.262224,39.591508,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,2293.716716,
137.001,433.083137,742,19.331416,45,100,1,22.277716,39.68093,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,
138,436.645084,742,19.711249,45,100,1,22.292977,39.747366,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,2293.714027,
139,440.243798,742,19.875272,45,100,1,22.31263,39.811296,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,2293.708649,
140.001,443.834047,742,20.119127,45,100,1,22.327428,39.869763,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,2293.709545,
141.001,447.374173,742,20.305841,45,100,1,22.345693,39.924587,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,2293.711338,
142.001,451.016874,742,20.650285,45,100,1,22.373669,40.008978,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,2293.726127,
143.001,454.455182,742,20.957574,45,100,1,22.374825,40.079262,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,2293.700582,
144.001,457.561877,742,21.178848,45,100,1,22.385229,40.147722,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,2293.690275,
145.001,460.779762,742,21.426844,45,100,1,22.412279,40.237556,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,2293.715371,
146.001,464.257365,742,21.594787,45,100,1,22.428925,40.303278,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,2293.695653,
147.001,467.680466,742,21.914663,45,100,1,22.44349,40.393781,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,2293.711786,
148.001,471.045792,742,22.275836,45,100,1,22.475625,40.45381,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,2293.719404,
