"Time","Temperature","T_Setpoint","Heat Flux","HF_Setpoint","duty cycle","control mode","TC41","TC42","TC43","TC44","TC45","TC46","TC47","TC48","TC49","TC50","hours"
0,20.629073,742,0.061929,45,100,1,20.974731,20.932137,20.89857,20.955981,20.848565,20.716828,20.703168,20.734656,20.73211,20.647597,0
1,20.638103,742,0.063475,45,100,1,20.978203,20.928665,20.888847,20.962231,20.850185,20.72308,20.704788,20.738129,20.739056,20.645745,0.000277777777777778
2,20.830738,742,0.066015,45,100,1,20.974037,20.926118,20.886069,20.95274,20.848333,20.722617,20.705946,20.740445,20.731183,20.64065,0.000555555555555556
3,21.260348,742,0.06226,45,100,1,20.96987,20.928202,20.89394,20.956907,20.847639,20.722848,20.707335,20.731878,20.726553,20.643892,0.000833333333333333
4,21.933375,742,0.057844,45,100,1,20.974731,20.930748,20.893708,20.955749,20.846713,20.729794,20.711966,20.73674,20.73211,20.649912,0.00111111111111111
5,22.799694,742,0.060935,45,100,1,20.978435,20.926118,20.894866,20.956444,20.855742,20.722385,20.706641,20.737898,20.730952,20.643661,0.00138888888888889
6,23.851924,742,0.060273,45,100,1,20.966397,20.911997,20.882365,20.932831,20.84023,20.711966,20.689738,20.735119,20.725627,20.64065,0.00166666666666667
7,25.04639,742,0.062371,45,100,1,20.967323,20.927739,20.889078,20.954129,20.844398,20.724006,20.698305,20.739056,20.73373,20.643197,0.00194444444444444
8,26.369243,742,0.061929,45,100,1,20.966629,20.925887,20.889078,20.955518,20.836063,20.731183,20.70201,20.738592,20.728173,20.642734,0.00222222222222222
9,27.859328,742,0.06491,45,100,1,20.96686,20.929822,20.882828,20.940008,20.843935,20.717291,20.697611,20.725627,20.727479,20.637872,0.0025
10,29.434383,742,0.057844,45,100,1,20.969407,20.92635,20.883754,20.94348,20.835369,20.718681,20.697611,20.728868,20.727942,20.630925,0.00277777777777778
11,31.061447,742,0.061929,45,100,1,20.958758,20.91246,20.88167,20.934915,20.829349,20.714281,20.686034,20.719838,20.707567,20.636251,0.00305555555555556
12,32.829576,742,0.05696,45,100,1,20.968018,20.915006,20.889773,20.945564,20.8356,20.721922,20.692517,20.730952,20.722848,20.636946,0.00333333333333333
13,34.706078,742,0.058617,45,100,1,20.973574,20.925424,20.894866,20.957138,20.847176,20.722617,20.700389,20.737203,20.73674,20.645745,0.00361111111111111
